"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;
"Stat";"C.da Gabbia";;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"02/09/2015 07:00";"0.04355099";"80400000";"07:00";"0.0";"06:06";"0.48241904";"0.13825098";"720";"22.02111584";"80400000";"06:00";"11.33520022";"06:41";"27.60625904";"3.58975897";"720";"0.82847566";"80400000";"06:37";"0.67306382";"06:07";"1.04981045";"0.14896508";"4"
"02/09/2015 08:00";"0.02010202";"80400000";"08:00";"0.0";"07:53";"0.48241904";"0.09640143";"720";"12.74098102";"80400000";"07:54";"7.80083954";"07:00";"22.09027288";"3.31529902";"720";"0.62928604";"80400000";"07:52";"0.42068307";"07:07";"1.09519001";"0.27137933";"4"
"02/09/2015 09:00";"0.0616424";"80400000";"09:00";"0.0";"08:55";"0.48241904";"0.16105212";"720";"8.12490442";"80400000";"08:44";"3.9135619";"08:51";"12.57300608";"1.47398948";"720";"0.47670044";"80400000";"08:37";"0.30727028";"08:52";"0.80681458";"0.19636643";"4"
"02/09/2015 10:00";"0.5028404";"80400000";"09:39";"0.0";"10:00";"2.37015003";"0.87908463";"720";"9.67995506";"80400000";"09:30";"0.44426085";"09:31";"46.24414824";"6.7760171";"720";"0.29145796";"80400000";"09:37";"0.18321153";"09:07";"0.56730904";"0.1604948";"4"
"02/09/2015 11:00";"2.40772818";"80400000";"10:56";"0.48241904";"10:44";"4.25788";"0.48425879";"720";"8.02304836";"80400000";"10:28";"1.09022431";"10:29";"38.02973736";"6.41920922";"720";"0.15820859";"80400000";"10:07";"0.10380519";"10:22";"0.19112074";"0.03585535";"4"
"02/09/2015 12:00";"1.58097532";"80400000";"12:00";"0.48241904";"11:12";"2.99939335";"0.91200695";"720";"3.71924917";"80400000";"11:28";"0.2272087";"11:06";"21.11844152";"2.85284358";"720";"0.14363193";"80400000";"11:07";"0.09255107";"11:52";"0.1637787";"0.02973708";"4"
"02/09/2015 13:00";"0.40268522";"80400000";"12:39";"0.0";"13:00";"0.48241904";"0.17918625";"720";"3.81912249";"80400000";"12:33";"0.2272087";"12:54";"14.01173637";"3.99831895";"720";"0.08452796";"80400000";"12:52";"0.04578229";"12:37";"0.14964952";"0.0396508";"4"
"02/09/2015 14:00";"0.35397702";"80400000";"13:49";"0.0";"13:04";"1.11166236";"0.21549213";"720";"6.34950726";"80400000";"13:19";"2.75175231";"13:00";"10.36338034";"1.69541629";"720";"0.07528851";"80400000";"13:22";"0.0";"13:52";"0.12086333";"0.04663555";"4"
"02/09/2015 15:00";"0.37093244";"80400000";"14:47";"0.0";"14:50";"1.11166236";"0.20808023";"720";"3.27812018";"80400000";"14:31";"0.2272087";"14:38";"6.36210926";"1.69131505";"720";"0.12082163";"80400000";"14:52";"0.07884089";"14:07";"0.14512692";"0.02614504";"4"
"02/09/2015 16:00";"0.37209894";"80400000";"15:56";"0.0";"15:59";"5.5163636";"1.14251814";"720";"1.63641197";"80400000";"15:53";"0.0";"15:26";"3.76156938";"1.106331";"720";"0.11641599";"80400000";"15:52";"0.08039182";"15:37";"0.19285981";"0.04527684";"4"
"02/09/2015 17:00";"0.2108841";"80400000";"17:00";"0.0";"16:01";"5.5163636";"0.88133423";"720";"3.05563221";"80400000";"16:43";"0.0";"16:30";"8.8486557";"2.23800365";"720";"0.25939195";"80400000";"16:37";"0.11720111";"16:07";"0.43821106";"0.11783979";"4"
"02/09/2015 18:00";"0.03283181";"80400000";"18:00";"0.0";"17:44";"0.48241904";"0.12149285";"720";"0.74225178";"80400000";"17:40";"0.0";"17:57";"2.28484191";"0.5693783";"720";"0.10740029";"80400000";"17:52";"0.062276";"17:07";"0.21590707";"0.06345673";"4"
"02/09/2015 19:00";"0.00891401";"80400000";"19:00";"0.0";"18:12";"1.11166236";"0.07205852";"720";"1.84654842";"80400000";"18:30";"0.0";"18:51";"4.26647886";"1.19071521";"720";"0.06259127";"80400000";"18:22";"0.0468237";"18:37";"0.07449423";"0.01004389";"4"
"02/09/2015 20:00";"0.0";"80400000";"20:00";"0.0";"20:00";"0.0";"0.0";"720";"14.19905692";"80400000";"19:20";"0.2272087";"19:42";"34.56100608";"13.8548778";"720";"0.20064291";"80400000";"19:22";"0.0528423";"19:52";"0.61592978";"0.23992352";"4"
"02/09/2015 21:00";"0.04643724";"80400000";"21:00";"0.0";"20:40";"1.11166236";"0.14566084";"720";"24.37830592";"80400000";"20:43";"12.3450192";"20:09";"45.20207";"10.1088549";"720";"1.32407095";"80400000";"20:07";"1.05173767";"20:22";"1.51656057";"0.18003239";"4"
"02/09/2015 22:00";"0.02272181";"80400000";"22:00";"0.0";"21:22";"1.11166236";"0.11558714";"720";"12.22580409";"80400000";"21:56";"9.31556801";"21:00";"19.9186424";"1.97620496";"720";"0.69463846";"80400000";"21:52";"0.58170671";"21:22";"0.77050157";"0.06994214";"4"
"02/09/2015 23:00";"0.0";"80400000";"23:00";"0.0";"23:00";"0.0";"0.0";"720";"12.3145553";"80400000";"22:22";"8.81065661";"22:07";"18.27899342";"2.43790325";"720";"0.82217229";"80400000";"22:37";"0.58828263";"22:52";"1.01490193";"0.16196844";"4"
"03/09/2015 00:00";"0.0450948";"81400000";"23:54";"0.0";"23:54";"1.11166236";"0.14384957";"720";"7.36402785";"80400000";"23:48";"4.77138835";"23:01";"11.84010971";"1.82012649";"720";"0.84051796";"80400000";"23:07";"0.49753471";"23:22";"1.15820638";"0.24364167";"4"
"03/09/2015 01:00";;;;;;;;;"6.91250331";"80400000";"00:27";"4.24460558";"00:28";"24.65281176";"2.23317585";"720";"0.91810387";"80400000";"00:52";"0.70024416";"00:22";"1.10838152";"0.15446399";"4"
"03/09/2015 02:00";"1.85641655";"80400000";"01:51";"0.50629718";"01:08";"4.30350974";"1.03217873";"720";;;;;;;;;"0.91164795";"80400000";"01:37";"0.84719151";"01:07";"1.00019916";"0.05881514";"4"
"03/09/2015 03:00";"0.50260343";"80400000";"03:00";"0.0";"02:30";"1.13916611";"0.56326647";"720";"6.39281789";"80400000";"02:40";"4.6717005";"03:00";"8.65467756";"0.7510967";"720";"0.67547411";"80400000";"02:22";"0.42241197";"02:52";"0.84604027";"0.16908642";"4"
"03/09/2015 04:00";"0.0";"80400000";"04:00";"0.0";"04:00";"0.0";"0.0";"720";"6.99904234";"80400000";"03:41";"3.17808434";"03:07";"10.64616705";"2.18016947";"720";"0.51071604";"80400000";"03:22";"0.29750606";"03:52";"0.66425253";"0.13355549";"4"
"03/09/2015 05:00";"0.0";"80400000";"05:00";"0.0";"05:00";"0.0";"0.0";"720";"4.58949979";"80400000";"04:56";"2.18233959";"04:21";"7.65893282";"1.33631974";"720";"0.39161721";"80400000";"04:22";"0.28570276";"04:37";"0.52707042";"0.08804474";"4"
"03/09/2015 06:00";"0.0";"80400000";"06:00";"0.0";"06:00";"0.0";"0.0";"720";"6.50211546";"80400000";"06:00";"2.68021101";"05:49";"13.13552604";"2.48527878";"720";"0.62789478";"80400000";"05:07";"0.50008229";"05:22";"0.83003981";"0.12901662";"4"
"03/09/2015 07:00";"0.0";"80400000";"07:00";"0.0";"07:00";"0.0";"0.0";"720";"16.65158123";"80400000";"06:00";"2.68021101";"06:13";"27.13785728";"5.54182302";"720";"0.59500195";"80400000";"06:22";"0.54644834";"06:37";"0.65453001";"0.04159733";"4"
"03/09/2015 08:00";"0.92504489";"80400000";"07:34";"0.0";"07:53";"4.30350974";"0.94532794";"720";"18.81448917";"80400000";"07:20";"14.69106614";"07:06";"24.18158024";"2.17076626";"720";"4.25657926";"80400000";"07:07";"0.77788805";"07:52";"8.91908288";"2.99713358";"4"
"03/09/2015 09:00";"3.78490991";"80400000";"08:00";"1.13916611";"08:47";"6.83498648";"0.96456958";"720";"17.23504906";"80400000";"08:47";"7.65893282";"08:32";"25.27021568";"4.57121342";"720";"5.09709416";"80400000";"08:52";"1.03570772";"08:07";"8.26102896";"2.60135684";"4"
"03/09/2015 10:00";"0.75399465";"80400000";"10:00";"0.0";"09:07";"3.0377729";"0.74093027";"720";"8.52961364";"80400000";"09:43";"2.77309597";"09:01";"21.22532232";"4.68717622";"720";"0.51996261";"80400000";"09:37";"0.3273784";"09:07";"0.84963434";"0.20221316";"4"
"03/09/2015 11:00";"0.0";"80400000";"11:00";"0.0";"11:00";"0.0";"0.0";"720";"4.47603789";"80400000";"10:51";"1.18659485";"10:40";"8.15680423";"1.53294026";"720";"0.19643762";"80400000";"10:52";"0.1235238";"10:07";"0.2784129";"0.0585192";"4"
"03/09/2015 12:00";"0.0";"80400000";"12:00";"0.0";"12:00";"0.0";"0.0";"720";"5.89006705";"80400000";"11:17";"1.68446818";"11:34";"9.77426637";"1.90687202";"720";"0.13455724";"80400000";"11:37";"0.05622586";"11:22";"0.2695467";"0.08381097";"4"
"03/09/2015 13:00";"0.0";"80400000";"13:00";"0.0";"13:00";"0.0";"0.0";"720";"3.64224719";"80400000";"12:44";"0.1908501";"12:04";"7.68989383";"2.30430607";"720";"0.14477402";"80400000";"12:07";"0.05609874";"12:22";"0.23119359";"0.0622404";"4"
"03/09/2015 14:00";"0.0";"80400000";"14:00";"0.0";"14:00";"0.0";"0.0";"720";"5.87406743";"80400000";"13:49";"0.68872343";"13:34";"19.35768072";"5.36070882";"720";"0.09438777";"80400000";"13:52";"0.05607331";"13:22";"0.13600443";"0.03073883";"4"
"03/09/2015 15:00";"0.0";"80400000";"15:00";"0.0";"15:00";"0.0";"0.0";"720";"3.76142789";"80400000";"14:59";"0.68872343";"14:22";"10.77001111";"2.86615492";"720";"0.082377";"80400000";"14:37";"0.0";"14:22";"0.21499482";"0.0801874";"4"
"03/09/2015 16:00";"0.0";"80400000";"16:00";"0.0";"16:00";"0.0";"0.0";"720";"1.3474667";"80400000";"15:46";"0.0";"15:59";"4.17382908";"0.71921601";"720";"0.08985907";"80400000";"15:52";"0.041338";"15:37";"0.11697026";"0.02965877";"4"
"03/09/2015 17:00";"0.0";"80400000";"17:00";"0.0";"17:00";"0.0";"0.0";"720";"2.69662362";"80400000";"16:37";"0.0";"16:49";"24.3054396";"3.37411596";"720";"0.16881692";"80400000";"16:52";"0.08662399";"16:07";"0.23556364";"0.05410033";"4"
"03/09/2015 18:00";"0.0";"80400000";"18:00";"0.0";"18:00";"0.0";"0.0";"720";"2.57463802";"80400000";"17:21";"0.0";"17:59";"5.66744524";"1.80473106";"720";"0.07359826";"80400000";"17:37";"0.0";"17:52";"0.17669663";"0.06420626";"4"
"03/09/2015 19:00";"0.0";"80400000";"19:00";"0.0";"19:00";"0.0";"0.0";"720";"10.39480214";"80400000";"18:08";"3.67595575";"18:47";"43.12919432";"5.97079742";"720";"0.20150228";"80400000";"18:22";"0.10147321";"18:52";"0.27132441";"0.06444627";"4"
"03/09/2015 20:00";"0.0";"80400000";"20:00";"0.0";"20:00";"0.0";"0.0";"720";"31.0478208";"80400000";"19:01";"9.6504223";"19:31";"40.76617264";"7.06471572";"720";"1.41895501";"80400000";"19:07";"0.33559576";"19:52";"2.46063455";"0.77338579";"4"
"03/09/2015 21:00";"0.0";"80400000";"21:00";"0.0";"21:00";"0.0";"0.0";"720";"16.98383521";"80400000";"20:57";"10.14829372";"20:00";"31.55675696";"4.49175644";"720";"1.10826151";"80400000";"20:37";"0.69758064";"20:22";"1.6762255";"0.40634337";"4"
"03/09/2015 22:00";"0.0";"80400000";"22:00";"0.0";"22:00";"0.0";"0.0";"720";"10.87184614";"80400000";"21:51";"7.1610614";"21:04";"19.6388212";"2.96794215";"720";"1.4004629";"80400000";"21:22";"1.09329229";"21:07";"1.6330386";"0.237679";"4"
"03/09/2015 23:00";"0.36811841";"80400000";"23:00";"0.0";"22:34";"1.13916611";"0.5302516";"720";"11.9100067";"80400000";"22:24";"7.1610614";"22:53";"47.23601736";"5.41909365";"720";"0.94529743";"80400000";"22:22";"0.36674749";"22:37";"1.83462834";"0.59941065";"4"
"04/09/2015 00:00";"0.0";"81400000";"00:00";"0.0";"00:00";"0.0";"0.0";"720";"9.11792839";"80400000";"23:51";"5.66744524";"00:00";"12.63765462";"1.45940283";"720";"1.31008211";"80400000";"23:52";"0.33088502";"23:22";"2.28512171";"0.82028372";"4"
