"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;
"Stat";"C.da Gabbia";;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"06/09/2015 07:00";"0.01132328";"80400000";"07:00";"0.0";"06:47";"0.73172845";"0.04827394";"720";"2.38656031";"80400000";"06:08";"0.56121598";"06:28";"3.92850992";"0.68823587";"720";"0.10436047";"80400000";"06:22";"0.06151019";"06:07";"0.18022359";"0.04598976";"4"
"06/09/2015 08:00";"0.00304897";"80400000";"08:00";"0.0";"07:44";"0.10453235";"0.01759105";"720";"1.83756966";"80400000";"07:23";"0.08017398";"07:42";"3.44746793";"0.73711615";"720";"0.1117083";"80400000";"07:07";"0.05959925";"07:37";"0.1575333";"0.03479462";"4"
"06/09/2015 09:00";"0.0";"80400000";"09:00";"0.0";"09:00";"0.0";"0.0";"720";"2.17710645";"80400000";"08:56";"0.08017398";"08:45";"4.40955191";"0.8678415";"720";"0.12231764";"80400000";"08:37";"0.05286468";"08:52";"0.20006221";"0.06078711";"4"
"06/09/2015 10:00";"0.0";"80400000";"10:00";"0.0";"10:00";"0.0";"0.0";"720";"1.73939802";"80400000";"09:48";"0.0";"09:10";"5.86680948";"1.14399166";"720";"0.09204562";"80400000";"09:52";"0.04114375";"09:22";"0.14305427";"0.04006675";"4"
"06/09/2015 11:00";"0.0";"80400000";"11:00";"0.0";"11:00";"0.0";"0.0";"720";"1.73285134";"80400000";"10:05";"0.08017398";"10:54";"3.44746793";"0.66701458";"720";"0.09913411";"80400000";"10:52";"0.05454883";"10:22";"0.18995628";"0.05339352";"4"
"06/09/2015 12:00";"0.0";"80400000";"12:00";"0.0";"12:00";"0.0";"0.0";"720";"1.56030098";"80400000";"11:05";"0.56121598";"11:59";"2.48538394";"0.26745821";"720";"0.11406062";"80400000";"11:22";"0.06336317";"11:37";"0.17357241";"0.04015421";"4"
"06/09/2015 13:00";"0.0";"80400000";"13:00";"0.0";"13:00";"0.0";"0.0";"720";"1.60286784";"80400000";"12:40";"0.0";"12:48";"17.94938182";"1.52188508";"720";"0.08569344";"80400000";"12:22";"0.06678232";"12:37";"0.12092842";"0.02136005";"4"
"06/09/2015 14:00";"0.0";"80400000";"14:00";"0.0";"14:00";"0.0";"0.0";"720";"1.53475666";"80400000";"13:59";"0.08017398";"13:48";"3.44746793";"0.55168848";"720";"0.05725405";"80400000";"13:07";"0.0";"13:52";"0.08623855";"0.03364236";"4"
"06/09/2015 15:00";"0.02932723";"80400000";"14:56";"0.0";"15:00";"0.10453235";"0.04696404";"720";"1.07979053";"80400000";"14:58";"0.08017398";"14:35";"2.00434195";"0.44265859";"720";"0.06935228";"80400000";"14:37";"0.0";"14:22";"0.12678736";"0.04610366";"4"
"06/09/2015 16:00";"0.00667762";"80400000";"16:00";"0.0";"15:10";"0.10453235";"0.0255623";"720";"1.07432794";"80400000";"15:52";"0.08017398";"15:27";"2.48538394";"0.53925283";"720";"0.14752195";"80400000";"15:07";"0.08740301";"15:22";"0.28011638";"0.07744252";"4"
"06/09/2015 17:00";"0.0";"80400000";"17:00";"0.0";"17:00";"0.0";"0.0";"720";"4.1824675";"80400000";"16:59";"0.56121598";"16:25";"19.83114928";"5.12405866";"720";"0.07478306";"80400000";"16:52";"0.0";"16:22";"0.11598173";"0.04619824";"4"
"06/09/2015 18:00";"0.0";"80400000";"18:00";"0.0";"18:00";"0.0";"0.0";"720";"1.42157009";"80400000";"17:37";"0.08017398";"17:52";"3.44746793";"0.61318031";"720";"0.13531083";"80400000";"17:07";"0.05500953";"17:22";"0.28990399";"0.09571089";"4"
"06/09/2015 19:00";"0.0";"80400000";"19:00";"0.0";"19:00";"0.0";"0.0";"720";"4.77482613";"80400000";"18:53";"1.52329996";"18:08";"8.73892984";"1.97186663";"720";"0.10990516";"80400000";"18:07";"0.05751033";"18:22";"0.23391915";"0.07236565";"4"
"06/09/2015 20:00";"0.0";"80400000";"20:00";"0.0";"20:00";"0.0";"0.0";"720";"4.26215583";"80400000";"19:36";"0.56121598";"19:44";"25.60307576";"2.68534473";"720";"0.08212072";"80400000";"19:07";"0.04097188";"19:52";"0.15295578";"0.04456596";"4"
"06/09/2015 21:00";"0.00943573";"80400000";"21:00";"0.0";"20:34";"0.73172845";"0.06871666";"720";"14.85731837";"80400000";"20:02";"4.40955191";"20:32";"19.80288992";"4.91325684";"720";"0.47490341";"80400000";"20:22";"0.16896947";"20:37";"0.92643513";"0.31754503";"4"
"06/09/2015 22:00";"0.0";"80400000";"22:00";"0.0";"22:00";"0.0";"0.0";"720";"13.82774461";"80400000";"21:43";"5.85267789";"21:52";"23.17017048";"4.04241541";"720";"0.38143399";"80400000";"21:52";"0.31106979";"21:07";"0.44602366";"0.06056032";"4"
"06/09/2015 23:00";"0.0";"80400000";"23:00";"0.0";"23:00";"0.0";"0.0";"720";"10.70147356";"80400000";"22:19";"6.81476187";"22:50";"15.47351582";"2.36251882";"720";"0.84653351";"80400000";"22:07";"0.60667711";"22:37";"1.02613673";"0.16699343";"4"
"07/09/2015 00:00";"0.0";"81400000";"00:00";"0.0";"00:00";"0.0";"0.0";"720";"10.32418625";"80400000";"23:39";"8.25788785";"23:59";"12.10622378";"0.84955514";"720";"0.80697628";"80400000";"23:52";"0.55920457";"23:07";"1.30985125";"0.29765454";"4"
"07/09/2015 01:00";;;;;;;;;"7.16170957";"80400000";"00:59";"4.40955191";"00:01";"11.62518179";"2.00903209";"720";"0.59871299";"80400000";"00:52";"0.37100363";"00:37";"1.06647197";"0.27437745";"4"
"07/09/2015 02:00";"1.54132249";"80400000";"02:00";"0.0";"01:00";"3.90135133";"1.09884511";"718";;;;;;;;;;;;;;;;
"07/09/2015 03:00";"0.25661453";"80400000";"03:00";"0.0";"02:48";"1.35699124";"0.35543947";"720";"7.82444318";"80400000";"02:56";"5.56834246";"02:18";"10.34120687";"1.03287578";"720";"0.70132829";"81400000";"02:52";"0.3974019";"02:14";"0.87839104";"0.21588368";"3"
"07/09/2015 04:00";"0.24295113";"80400000";"04:00";"0.0";"03:25";"1.35699124";"0.42659184";"720";"4.90627995";"80400000";"03:59";"1.27276486";"03:20";"9.38663322";"2.6139105";"720";"0.31667549";"80400000";"03:52";"0.08888173";"03:37";"0.50400384";"0.15018141";"4"
"07/09/2015 05:00";"0.13181235";"80400000";"05:00";"0.0";"04:22";"1.35699124";"0.32054721";"720";"1.9384009";"80400000";"04:22";"0.31819122";"04:53";"4.13648198";"0.99714624";"720";"0.14495911";"80400000";"04:07";"0.07080863";"04:37";"0.20041205";"0.04800138";"4"
"07/09/2015 06:00";"0.0";"80400000";"06:00";"0.0";"06:00";"0.0";"0.0";"720";"1.82952588";"80400000";"05:07";"0.34931858";"05:45";"4.61376881";"0.85963711";"720";"0.06911532";"80400000";"05:52";"0.0";"05:22";"0.14113418";"0.05206633";"4"
"07/09/2015 07:00";"0.0358106";"80400000";"07:00";"0.0";"06:07";"1.35699124";"0.16410617";"720";"2.77107116";"80400000";"06:51";"0.79547804";"06:08";"6.61629627";"1.37296896";"720";"0.14101417";"80400000";"06:07";"0.05774729";"06:37";"0.18181621";"0.05013607";"4"
"07/09/2015 08:00";"0.0";"80400000";"08:00";"0.0";"08:00";"0.0";"0.0";"720";"3.60996881";"80400000";"07:31";"1.27276486";"07:59";"8.442436";"1.65575185";"720";"0.41758732";"80400000";"07:37";"0.1627078";"07:52";"1.0537554";"0.37050734";"4"
"07/09/2015 09:00";"0.0";"80400000";"09:00";"0.0";"09:00";"0.0";"0.0";"720";"4.31052178";"80400000";"08:50";"2.2273366";"08:01";"8.46318694";"1.52574923";"720";"0.3069784";"80400000";"08:37";"0.11782759";"08:07";"0.7252766";"0.24351557";"4"
"07/09/2015 10:00";"0.0";"80400000";"10:00";"0.0";"10:00";"0.0";"0.0";"720";"7.33990797";"80400000";"09:03";"3.65919707";"09:58";"36.61267768";"4.0072327";"720";"0.21747731";"80400000";"09:07";"0.10220342";"09:22";"0.28662823";"0.06916414";"4"
"07/09/2015 11:00";"0.05707099";"80400000";"11:00";"0.0";"10:05";"0.72090248";"0.19464261";"720";"7.47611885";"80400000";"10:44";"1.75005169";"10:10";"15.66398734";"3.51214133";"720";"0.7159202";"80400000";"10:07";"0.26680893";"10:22";"1.82794868";"0.64506683";"4"
"07/09/2015 12:00";"0.0030032";"80400000";"12:00";"0.0";"11:56";"0.72090248";"0.04643724";"720";"7.09052772";"80400000";"11:35";"1.27276486";"11:14";"21.5159272";"5.02364042";"720";"0.17677189";"80400000";"11:07";"0.14483504";"11:22";"0.22152294";"0.03189719";"4"
"07/09/2015 13:00";"0.0680851";"80400000";"13:00";"0.0";"12:29";"0.72090248";"0.21082512";"720";"4.7753003";"80400000";"12:20";"1.27276486";"12:54";"10.8184937";"2.20789347";"720";"0.23545279";"80400000";"12:52";"0.18419802";"12:07";"0.32510744";"0.05541836";"4"
"07/09/2015 14:00";"0.00200247";"80400000";"14:00";"0.0";"13:56";"0.72090248";"0.03794325";"720";"3.17970571";"80400000";"13:27";"1.27276486";"13:16";"6.52291419";"1.01149962";"720";"0.11896866";"80400000";"13:37";"0.06949161";"13:22";"0.17826078";"0.04467986";"4"
"07/09/2015 15:00";"0.3141574";"80400000";"14:48";"0.0";"14:57";"1.35699124";"0.36080414";"720";"5.8967361";"80400000";"14:49";"1.75005169";"14:18";"10.8184937";"2.14501162";"720";"0.25314045";"80400000";"14:07";"0.22168464";"14:22";"0.306057";"0.03388949";"4"
"07/09/2015 16:00";"0.54756806";"80400000";"15:43";"0.0";"15:05";"1.35699124";"0.3100172";"720";"5.15878632";"80400000";"15:26";"1.75005169";"15:06";"9.41776058";"1.66429466";"720";"0.23240077";"80400000";"15:37";"0.09020892";"15:52";"0.35524013";"0.0970574";"4"
"07/09/2015 17:00";"1.95862708";"80400000";"16:39";"0.72090248";"17:00";"3.90135133";"1.05879362";"720";"8.99217998";"80400000";"16:59";"1.75005169";"16:23";"27.65839928";"7.04999906";"720";"0.19439447";"80400000";"16:52";"0.07018215";"16:22";"0.29119558";"0.07997688";"4"
"07/09/2015 18:00";"2.96753583";"80400000";"17:51";"0.72090248";"18:00";"3.90135133";"0.56956068";"720";"4.2192735";"80400000";"17:06";"1.27276486";"17:43";"8.46318694";"1.8679915";"720";"0.20139549";"80400000";"17:37";"0.12599308";"17:22";"0.28047945";"0.05680352";"4"
"07/09/2015 19:00";"1.66431643";"80400000";"18:22";"0.0";"18:44";"3.90135133";"1.04815885";"720";"8.10947458";"80400000";"18:16";"2.2273366";"18:38";"16.09977038";"3.60273189";"720";"0.21468362";"80400000";"18:07";"0.10398723";"18:52";"0.45601568";"0.14261594";"4"
"07/09/2015 20:00";"1.15473943";"80400000";"19:55";"0.0";"20:00";"2.62917179";"0.66674215";"720";"29.25155416";"80400000";"19:00";"7.95477466";"19:20";"42.43351312";"9.57508186";"720";"0.70131201";"80400000";"19:22";"0.55289103";"19:07";"0.79263658";"0.09780082";"4"
"07/09/2015 21:00";"1.27076591";"80400000";"20:59";"0.0";"20:20";"2.62917179";"0.82320963";"720";"21.44503024";"80400000";"20:51";"12.25035226";"20:03";"30.3872248";"6.88142375";"720";"0.7820313";"80400000";"20:37";"0.66022318";"20:52";"0.86257262";"0.07502918";"4"
"07/09/2015 22:00";"0.34990902";"80400000";"22:00";"0.0";"21:40";"1.35699124";"0.48090167";"720";"11.25202822";"80400000";"21:59";"6.52291419";"21:09";"18.45507523";"3.2629083";"720";"0.6463157";"80400000";"21:52";"0.6044031";"21:07";"0.69584157";"0.03429833";"4"
"07/09/2015 23:00";"0.00011696";"80400000";"23:00";"0.0";"22:19";"0.0848117";"0.00315779";"720";"6.52821808";"80400000";"22:55";"3.65919707";"22:23";"9.86392005";"1.64818606";"720";"0.98870808";"80400000";"22:37";"0.75735583";"22:52";"1.247799";"0.17973644";"4"
"08/09/2015 00:00";"0.3229331";"81400000";"00:00";"0.0";"23:59";"1.35699124";"0.44096917";"720";"10.23249055";"80400000";"23:58";"5.56834246";"23:13";"17.97778841";"4.07935907";"720";"0.78371139";"80400000";"23:22";"0.62262571";"23:07";"0.93407179";"0.11026517";"4"
