"NetC";"ARPA Sicilia";;;;;;;
"Stat";"Parcheggio AGIP GELA";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"4";"4";"4";"4";"4";"4";"4";"4"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"03/09/2015 00:00";;;;;;;;
"03/09/2015 01:00";;;;;;;;
"03/09/2015 02:00";;;;;;;;
"03/09/2015 03:00";;;;;;;;
"03/09/2015 04:00";;;;;;;;
"03/09/2015 05:00";;;;;;;;
"03/09/2015 06:00";;;;;;;;
"03/09/2015 07:00";;;;;;;;
"03/09/2015 08:00";;;;;;;;
"03/09/2015 09:00";;;;;;;;
"03/09/2015 10:00";;;;;;;;
"03/09/2015 11:00";;;;;;;;
"03/09/2015 12:00";;;;;;;;
"03/09/2015 13:00";;;;;;;;
"03/09/2015 14:00";;;;;;;;
"03/09/2015 15:00";;;;;;;;
"03/09/2015 16:00";;;;;;;;
"03/09/2015 17:00";"0.0";"80400000";"16:46";"0.0";"16:46";"0.0";"0.0";"4"
"03/09/2015 18:00";"0.0";"80400000";"17:46";"0.0";"17:46";"0.0";"0.0";"4"
"03/09/2015 19:00";"0.0";"80400000";"18:46";"0.0";"18:46";"0.0";"0.0";"4"
"03/09/2015 20:00";"0.0";"80400000";"19:46";"0.0";"19:46";"0.0";"0.0";"4"
"03/09/2015 21:00";"0.0";"80400000";"20:46";"0.0";"20:46";"0.0";"0.0";"4"
"03/09/2015 22:00";"0.0";"80400000";"21:46";"0.0";"21:46";"0.0";"0.0";"4"
"03/09/2015 23:00";"0.0";"80400000";"22:46";"0.0";"22:46";"0.0";"0.0";"4"
"04/09/2015 00:00";"0.21665965";"80400000";"23:16";"0.0";"23:31";"0.63644369";"0.25994418";"4"
"04/09/2015 01:00";"0.0539488";"80400000";"00:46";"0.0";"00:16";"0.21579316";"0.09343993";"4"
"04/09/2015 02:00";"0.0";"80400000";"01:46";"0.0";"01:46";"0.0";"0.0";"4"
"04/09/2015 03:00";"0.13330836";"80400000";"02:16";"0.0";"02:46";"0.33152776";"0.14098773";"4"
"04/09/2015 04:00";"0.29831356";"80400000";"03:46";"0.0";"03:16";"0.4788158";"0.18328577";"4"
"04/09/2015 05:00";"0.0";"80400000";"04:46";"0.0";"04:46";"0.0";"0.0";"4"
"04/09/2015 06:00";"0.10198578";"80400000";"05:16";"0.0";"05:31";"0.23314318";"0.10405232";"4"
"04/09/2015 07:00";"0.23324997";"80400000";"06:16";"0.0";"06:31";"0.58148907";"0.24701608";"4"
"04/09/2015 08:00";"0.53497353";"80400000";"07:31";"0.20708866";"07:01";"0.99681255";"0.31523237";"4"
"04/09/2015 09:00";"0.13032448";"80400000";"08:46";"0.0";"08:31";"0.27234955";"0.13058687";"4"
"04/09/2015 10:00";"0.04075729";"80400000";"09:46";"0.0";"09:01";"0.16303527";"0.07059811";"4"
"04/09/2015 11:00";"0.0";"80400000";"10:46";"0.0";"10:46";"0.0";"0.0";"4"
"04/09/2015 12:00";"0.0";"80400000";"11:46";"0.0";"11:46";"0.0";"0.0";"4"
"04/09/2015 13:00";"0.0";"80400000";"12:46";"0.0";"12:46";"0.0";"0.0";"4"
"04/09/2015 14:00";"0.0";"80400000";"13:46";"0.0";"13:46";"0.0";"0.0";"4"
"04/09/2015 15:00";"0.0";"80400000";"14:46";"0.0";"14:46";"0.0";"0.0";"4"
"04/09/2015 16:00";"0.0";"80400000";"15:46";"0.0";"15:46";"0.0";"0.0";"4"
"04/09/2015 17:00";"0.0";"80400000";"16:46";"0.0";"16:46";"0.0";"0.0";"4"
"04/09/2015 18:00";"0.0";"80400000";"17:46";"0.0";"17:46";"0.0";"0.0";"4"
"04/09/2015 19:00";"0.0";"80400000";"18:46";"0.0";"18:46";"0.0";"0.0";"4"
"04/09/2015 20:00";"0.0";"80400000";"19:46";"0.0";"19:46";"0.0";"0.0";"4"
"04/09/2015 21:00";"0.0";"80400000";"20:46";"0.0";"20:46";"0.0";"0.0";"4"
"04/09/2015 22:00";"0.12490591";"80400000";"21:16";"0.0";"21:31";"0.26910939";"0.12564933";"4"
"04/09/2015 23:00";"0.9625244";"80400000";"22:01";"0.41114157";"22:31";"1.51336821";"0.39099785";"4"
"05/09/2015 00:00";"0.58846468";"80400000";"23:31";"0.0";"23:01";"1.2216082";"0.48418862";"4"
