"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Enna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"11/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11/09/2015 01:00";;;;;;;;;"2.85988738";"80400000";"00:26";"0.91565489";"00:57";"6.16141618";"0.88493287";"720";"0.13267429";"80400000";"00:44";"0.0954805";"00:54";"0.17516613";"0.01393074";"720";"86.0113128";"80400000";"00:53";"75.9766623";"00:22";"94.91282325";"3.76016004";"720";;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
"11/09/2015 02:00";"0.03882194";"80400000";"01:59";"0.0";"01:37";"0.77850638";"0.0936779";"720";;;;;;;;;"0.13756003";"80400000";"01:50";"0.11255549";"01:01";"0.16662805";"0.01099672";"720";"82.2950667";"80400000";"01:56";"74.3796249";"01:08";"87.61212075";"2.95317656";"720";;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
"11/09/2015 03:00";"0.06679148";"80400000";"02:59";"0.0";"02:50";"0.77850638";"0.12585375";"720";"1.81922594";"80400000";"02:53";"0.51295327";"02:25";"3.07771772";"0.50436839";"720";"0.12909787";"80400000";"02:15";"0.10971024";"02:06";"0.1523983";"0.00832901";"720";"80.4657714";"80400000";"02:51";"75.29219775";"02:08";"85.55882685";"2.12741214";"720";;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
"11/09/2015 04:00";"0.08446287";"80400000";"04:00";"0.0";"03:12";"1.10515051";"0.14957934";"720";"2.68362202";"80400000";"03:38";"1.02590654";"03:47";"5.1295289";"0.8963934";"720";"0.13422422";"80400000";"03:00";"0.11255549";"03:40";"0.15808997";"0.00880555";"720";"77.43458835";"81400000";"03:48";"70.2729972";"03:32";"83.0492166";"2.90616638";"720";;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
"11/09/2015 05:00";"0.07954771";"80400000";"04:59";"0.0";"04:44";"0.77850638";"0.14122469";"720";"3.19458107";"80400000";"04:19";"1.02590654";"04:56";"7.69429526";"1.32711346";"720";"0.14238621";"80400000";"04:16";"0.1154019";"04:52";"0.1694733";"0.01038702";"720";;;;;;;;;;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
"11/09/2015 06:00";"0.07909209";"80400000";"06:00";"0.0";"05:35";"0.77850638";"0.14055143";"720";"6.31430926";"80400000";"05:32";"3.59067099";"05:44";"10.2590597";"1.68353321";"720";"0.16365198";"80400000";"05:52";"0.13532331";"05:18";"0.27761842";"0.0235095";"720";"70.43042265";"80400000";"05:53";"63.0677355";"05:14";"79.4954034";"3.66393321";"720";;;;;;;;;"13.0";"80000000";"01:16";"13.0";"01:16";"13.0";"0.0";"1"
