"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Enna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"05/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05/09/2015 01:00";;;;;;;;;"3.96516487";"80400000";"00:58";"0.50916942";"00:49";"8.14672608";"1.73276912";"720";"0.15241816";"80400000";"00:10";"0.11814787";"00:34";"0.19738499";"0.01725019";"720";"90.7302459";"80400000";"00:16";"79.62753225";"00:59";"103.84128615";"5.4192978";"720";;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
"05/09/2015 02:00";"0.89634617";"80400000";"01:57";"0.0";"01:01";"1.94583932";"0.38175231";"720";;;;;;;;;"0.14899826";"80400000";"01:20";"0.12946813";"01:46";"0.16625662";"0.00675688";"720";"96.54385545";"80400000";"01:57";"77.3431974";"01:08";"109.3236459";"11.49871317";"720";;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
"05/09/2015 03:00";"0.7768446";"80400000";"02:57";"0.0";"02:46";"1.61880873";"0.33254985";"720";"0.29810183";"80400000";"02:59";"0.0";"02:20";"1.53400525";"0.34141054";"720";"0.14924587";"80400000";"02:45";"0.12663806";"02:52";"0.16908669";"0.0084096";"720";"91.87272255";"80400000";"02:01";"77.80007235";"02:33";"106.125621";"7.03147326";"720";;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
"05/09/2015 04:00";"0.52003278";"80400000";"03:59";"0.0";"03:59";"1.2917812";"0.36226862";"720";"0.36148463";"80400000";"04:00";"0.0";"03:30";"1.66183774";"0.37375011";"720";"0.14609694";"80400000";"03:45";"0.11814787";"03:53";"0.17191675";"0.00939422";"720";"90.3806421";"81400000";"03:57";"79.3990848";"03:40";"102.2422737";"5.53555044";"720";;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
"05/09/2015 05:00";"0.50910817";"80400000";"05:00";"0.0";"04:51";"1.2917812";"0.33831624";"720";"0.33396522";"80400000";"05:00";"0.0";"04:39";"1.53400525";"0.36763362";"720";"0.14590072";"80400000";"04:12";"0.12097794";"04:54";"0.16625662";"0.00929962";"720";;;;;;;;;;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
"05/09/2015 06:00";"0.46489206";"80400000";"05:59";"0.0";"05:58";"1.2917812";"0.33228034";"720";"0.54453569";"80400000";"06:00";"0.0";"05:38";"1.66183774";"0.39945695";"720";"0.1490333";"80400000";"05:18";"0.12946813";"05:43";"0.16908669";"0.00808256";"720";"81.20023065";"80400000";"05:00";"76.12147935";"05:57";"85.19745255";"1.43300052";"720";;;;;;;;;"38.20000076";"80000000";"01:17";"38.20000076";"01:17";"38.20000076";"0.0";"1"
