"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Enna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"09/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"09/09/2015 01:00";"0.02535279";"81400000";"01:00";"0.0";"00:23";"0.71996583";"0.07907887";"679";"0.83417883";"80400000";"00:59";"0.0";"00:29";"2.33516766";"0.63215882";"679";"0.1542017";"80400000";"00:39";"0.1295931";"00:28";"0.18337483";"0.01170102";"679";"79.63894365";"80400000";"00:04";"73.9527747";"00:50";"85.37760105";"2.32918644";"679";;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
"09/09/2015 02:00";"0.02518194";"80400000";"02:00";"0.0";"01:47";"0.71996583";"0.08996891";"720";;;;;;;;;"0.15241115";"80400000";"01:39";"0.12393181";"01:54";"0.17771354";"0.01036834";"720";"76.73218875";"80400000";"01:34";"70.52534475";"01:03";"81.4931565";"1.85382782";"720";;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
"09/09/2015 03:00";"0.02209127";"80400000";"03:00";"0.0";"02:15";"0.71996583";"0.07600956";"720";"0.92101996";"80400000";"02:59";"0.0";"02:16";"2.59212708";"0.5897239";"720";"0.15576098";"81400000";"02:35";"0.13242434";"02:46";"0.1862049";"0.01133427";"720";"78.06285375";"80400000";"02:04";"74.181282";"02:50";"82.86414045";"1.59776159";"720";;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
"09/09/2015 04:00";"0.01845347";"80400000";"04:00";"0.0";"03:40";"0.71996583";"0.06750032";"720";"0.95006133";"80400000";"03:59";"0.0";"03:49";"2.86861949";"0.64522352";"720";;;;;;;;;"74.27171535";"81400000";"03:52";"67.78337685";"03:18";"78.7511886";"2.34145569";"720";;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
"09/09/2015 05:00";"0.01745579";"80400000";"04:59";"0.0";"04:33";"0.71996583";"0.06548972";"720";"1.72625876";"80400000";"04:19";"0.0";"04:56";"3.90546841";"0.75115214";"720";"0.1410979";"80400000";"04:15";"0.11824715";"04:39";"0.16378163";"0.00932531";"720";;;;;;;;;;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
"09/09/2015 06:00";"0.02809259";"80400000";"06:00";"0.0";"05:58";"0.71996583";"0.0937257";"720";"2.9067811";"80400000";"05:29";"0.27649241";"05:56";"6.49759549";"1.64661822";"720";"0.14471403";"80400000";"05:37";"0.1154019";"05:13";"0.17801138";"0.01628893";"720";"69.19276455";"80400000";"06:00";"62.4768165";"05:24";"77.34948165";"3.52800389";"720";;;;;;;;;"0.0";"80000000";"01:16";"0.0";"01:16";"0.0";"0.0";"1"
