"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Enna";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"12/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"12/09/2015 01:00";;;;;;;;;"2.78402878";"80400000";"00:20";"1.02590654";"00:52";"6.66838871";"1.03417021";"720";"0.13590848";"80400000";"00:07";"0.10686382";"00:40";"0.17801138";"0.01355698";"720";"90.71749785";"80400000";"00:50";"84.28681485";"00:00";"100.25814645";"2.32697798";"720";;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
"12/09/2015 02:00";"0.2039563";"80400000";"02:00";"0.0";"01:22";"1.27663705";"0.2633613";"720";;;;;;;;;"0.1323309";"80400000";"01:29";"0.10686382";"01:23";"0.16093638";"0.01154451";"720";"89.2857861";"80400000";"01:59";"82.46150955";"01:04";"95.2385868";"2.54718009";"720";;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
"12/09/2015 03:00";"0.12218747";"80400000";"03:00";"0.0";"02:59";"0.9478918";"0.188085";"720";"2.0524517";"80400000";"02:57";"0.0";"02:41";"3.21930706";"0.63915866";"720";"0.13467507";"81400000";"02:49";"0.09832574";"02:37";"0.16662805";"0.01547133";"720";"86.6460819";"80400000";"02:19";"82.23336135";"02:49";"92.5006488";"2.45793975";"720";;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
"12/09/2015 04:00";"0.31745858";"80400000";"04:00";"0.0";"03:55";"1.27663705";"0.31193627";"720";"1.34426984";"80400000";"03:26";"0.12050762";"03:55";"2.70283953";"0.4683119";"720";;;;;;;;;"87.8638698";"81400000";"03:42";"79.03908705";"03:11";"94.32593415";"2.7390951";"720";;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
"12/09/2015 05:00";"0.41811514";"80400000";"04:58";"0.0";"04:13";"1.93412653";"0.33242476";"720";"2.17480058";"80400000";"04:19";"0.12050762";"04:41";"3.73577267";"0.5902344";"720";"0.16100062";"80400000";"04:32";"0.13164178";"04:44";"0.19706029";"0.01353478";"720";;;;;;;;;;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
"12/09/2015 06:00";"0.35669546";"80400000";"06:00";"0.0";"05:20";"1.6053823";"0.3131404";"720";"2.3641249";"80400000";"05:34";"0.63697324";"05:14";"4.64819819";"0.77637142";"720";"0.16439016";"80400000";"05:55";"0.14017518";"05:48";"0.19706029";"0.01120112";"720";"104.9832042";"80400000";"05:09";"91.15468215";"05:56";"110.1095562";"3.63772889";"720";;;;;;;;;"14.89999962";"80000000";"01:16";"14.89999962";"01:16";"14.89999962";"0.0";"1"
