"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Trapani";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"05/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"05/09/2015 01:00";;;;;;;;;"6.69013771";"80400000";"00:49";"4.21954309";"00:08";"9.97347382";"0.97248144";"720";"0.12904648";"80400000";"00:37";"0.07238563";"00:19";"0.16916144";"0.01664984";"720";"83.04504705";"80400000";"00:57";"75.7860999";"00:12";"88.6209324";"2.64624381";"720";"0.15308596";"80400000";"00:53";"0.09821576";"00:23";"0.2235305";"0.0460579";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
"05/09/2015 02:00";"0.01771411";"80400000";"02:00";"0.0";"01:25";"0.71911867";"0.07759913";"720";;;;;;;;;"0.12611363";"80400000";"01:53";"0.08411586";"01:17";"0.16916144";"0.01770104";"720";"75.8035761";"80400000";"01:57";"71.91143085";"01:05";"78.93426975";"1.43171973";"720";"0.07413015";"80400000";"01:08";"0.0608583";"01:38";"0.09461761";"0.01247452";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
"05/09/2015 03:00";"0.00499449";"80400000";"03:00";"0.0";"02:04";"1.03637792";"0.04794647";"720";"4.44484361";"80400000";"02:47";"2.03990324";"02:04";"7.29902367";"0.89972219";"720";"0.11406104";"81400000";"02:56";"0.0665211";"02:42";"0.16329574";"0.01721982";"720";"75.6741006";"80400000";"02:58";"72.1536039";"02:29";"78.4499037";"0.96493961";"720";"0.0475956";"80400000";"02:53";"0.0288706";"02:08";"0.07215208";"0.01633099";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
"05/09/2015 04:00";"0.00622811";"80400000";"04:00";"0.0";"03:37";"0.40186043";"0.03458817";"720";"4.74547119";"80400000";"03:42";"2.03990324";"03:57";"6.34281909";"0.70891989";"720";;;;;;;;;"72.3732135";"81400000";"03:53";"68.521068";"03:05";"76.2704061";"1.45355301";"720";"0.04974656";"80400000";"03:38";"0.03341557";"03:23";"0.08650704";"0.02174956";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
"05/09/2015 05:00";"0.00587623";"80400000";"05:00";"0.0";"04:39";"0.40186043";"0.034219";"720";"5.76458249";"80400000";"04:37";"3.47420725";"04:45";"7.77712501";"0.80843184";"720";"0.14829862";"80400000";"04:05";"0.08564126";"04:01";"0.19658491";"0.0197684";"720";;;;;;;;;"0.0772259";"80400000";"04:23";"0.02740408";"04:38";"0.15794519";"0.04894618";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
"05/09/2015 06:00";"0.00461108";"80400000";"06:00";"0.0";"05:42";"0.40186043";"0.0300015";"720";"7.22358954";"80400000";"05:18";"3.9523105";"05:41";"10.16763551";"1.11657358";"720";"0.16968003";"80400000";"05:26";"0.12943426";"05:51";"0.22870024";"0.01987469";"720";"66.7540965";"80400000";"05:58";"60.4759911";"05:00";"70.869582";"1.84711464";"720";"0.06648739";"80400000";"05:08";"0.02573315";"05:38";"0.09680111";"0.02951639";"4";"33.40000153";"80000000";"04:06";"33.40000153";"04:06";"33.40000153";"0.0";"1"
