"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Trapani";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"04/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"04/09/2015 01:00";;;;;;;;;"6.08313316";"80400000";"00:59";"3.24463723";"00:09";"8.98454345";"0.94820286";"720";"0.12861432";"80400000";"00:40";"0.0870709";"00:43";"0.17233022";"0.01641157";"720";"81.97708365";"80400000";"00:06";"76.01159475";"00:45";"85.7838429";"2.12070096";"720";"0.18774329";"80400000";"00:53";"0.0929599";"00:23";"0.2697023";"0.06452153";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
"04/09/2015 02:00";"0.0125508";"80400000";"01:59";"0.0";"01:59";"0.97585116";"0.07422575";"720";;;;;;;;;"0.13865912";"80400000";"01:25";"0.10765106";"01:36";"0.17820994";"0.01542578";"720";"81.71378355";"80400000";"01:48";"78.6989595";"01:06";"84.56232435";"1.16467502";"720";"0.16297425";"80400000";"01:23";"0.13068043";"01:08";"0.23957672";"0.04460765";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
"04/09/2015 03:00";"0.05524446";"80400000";"02:59";"0.0";"02:51";"0.65763898";"0.1392273";"720";"5.1879883";"80400000";"02:47";"2.30156618";"02:59";"7.09650846";"0.70574214";"720";"0.13514811";"81400000";"02:47";"0.10177134";"02:50";"0.17233022";"0.01391672";"720";"80.9313246";"80400000";"02:59";"77.2331532";"02:40";"83.5850736";"1.18021407";"720";"0.12678736";"80400000";"02:38";"0.08341536";"02:23";"0.18891792";"0.03877211";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
"04/09/2015 04:00";"0.03618079";"80400000";"04:00";"0.0";"03:52";"0.65763898";"0.1058158";"720";"6.36901158";"80400000";"03:27";"3.74004982";"03:58";"9.49398055";"1.12843946";"720";;;;;;;;;"78.0610782";"81400000";"03:57";"72.1027314";"03:13";"81.6306519";"2.07688677";"720";"0.15867539";"80400000";"03:08";"0.13988428";"03:38";"0.19377511";"0.02078951";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
"04/09/2015 05:00";"0.01741307";"80400000";"05:00";"0.0";"04:55";"0.65763898";"0.07920193";"720";"7.41830379";"80400000";"04:36";"4.69903827";"04:50";"9.49398055";"0.82988639";"720";"0.15014406";"80400000";"04:29";"0.09877893";"04:05";"0.18968904";"0.01636018";"720";;;;;;;;;"0.1370916";"80400000";"04:23";"0.08422387";"04:08";"0.22126971";"0.05316368";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
"04/09/2015 06:00";"0.0023269";"80400000";"06:00";"0.0";"05:52";"0.3394268";"0.02222654";"720";"8.71014086";"80400000";"05:18";"5.65802673";"05:39";"11.02836629";"0.84743282";"720";"0.14318395";"80400000";"05:29";"0.11050915";"05:52";"0.18382451";"0.01536621";"720";"68.1019983";"80400000";"05:35";"64.6464189";"05:21";"71.42708475";"1.24393238";"720";"0.16226337";"80400000";"05:23";"0.10282582";"05:53";"0.23662132";"0.04932247";"4";"30.5";"80000000";"04:06";"30.5";"04:06";"30.5";"0.0";"1"
