"NetC";"ARPA Sicilia";;;;;;;
"Stat";"Megara SR";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"3";"3";"3";"3";"3";"3";"3";"3"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"31/08/2015 00:00";;;;;;;;
"31/08/2015 01:00";;;;;;;;
"31/08/2015 02:00";"0.49234801";"81400000";"01:46";"0.1781245";"01:31";"0.78724851";"0.24904703";"3"
"31/08/2015 03:00";"0.22809174";"80400000";"02:46";"0.1511323";"02:01";"0.3478496";"0.07848799";"4"
"31/08/2015 04:00";"0.23122614";"80400000";"03:01";"0.16045921";"03:31";"0.2768335";"0.04824445";"4"
"31/08/2015 05:00";"0.28392199";"80400000";"04:01";"0.15280934";"04:16";"0.48728945";"0.1397419";"4"
"31/08/2015 06:00";"0.17431583";"80400000";"05:16";"0.10650838";"05:46";"0.31207865";"0.08350994";"4"
"31/08/2015 07:00";"0.13742518";"80400000";"06:16";"0.09166933";"06:31";"0.20806905";"0.04658369";"4"
"31/08/2015 08:00";"0.08903428";"80400000";"07:46";"0.0";"07:16";"0.16202946";"0.05946399";"4"
"31/08/2015 09:00";"0.75637646";"80400000";"08:01";"0.10487914";"08:46";"2.2257106";"0.86087931";"4"
"31/08/2015 10:00";"0.1672304";"80400000";"09:46";"0.0824909";"09:01";"0.34530303";"0.10472659";"4"
"31/08/2015 11:00";"0.06901769";"80400000";"10:16";"0.0";"10:01";"0.11089775";"0.04206109";"4"
"31/08/2015 12:00";"0.08440185";"80400000";"11:46";"0.05370472";"11:31";"0.09796558";"0.01800497";"4"
"31/08/2015 13:00";"0.0689526";"80400000";"12:31";"0.06217531";"12:46";"0.0796911";"0.00650473";"4"
"31/08/2015 14:00";"0.04963367";"80400000";"13:31";"0.0";"13:16";"0.07773134";"0.02952249";"4"
"31/08/2015 15:00";"0.06897192";"80400000";"14:01";"0.05730592";"14:46";"0.08443744";"0.01098157";"4"
"31/08/2015 16:00";"0.05638451";"80400000";"15:01";"0.04922789";"15:46";"0.06957602";"0.00780242";"4"
"31/08/2015 17:00";"0.06116645";"80400000";"16:46";"0.05280264";"16:01";"0.06938788";"0.00589453";"4"
"31/08/2015 18:00";"0.0769269";"80400000";"17:16";"0.05197582";"17:46";"0.09735639";"0.01643574";"4"
"31/08/2015 19:00";"6.60754968";"80400000";"18:01";"4.02943739";"18:16";"8.72086043";"1.87052945";"4"
"31/08/2015 20:00";"5.67446032";"80400000";"19:46";"1.01732544";"19:16";"11.64517884";"4.34242423";"4"
"31/08/2015 21:00";"2.48354553";"80400000";"20:01";"0.81267962";"20:31";"4.38806821";"1.42877822";"4"
"31/08/2015 22:00";"1.2111331";"80400000";"21:46";"0.27467238";"21:01";"3.30251936";"1.2199993";"4"
"31/08/2015 23:00";"0.14449129";"80400000";"22:31";"0.08894377";"22:01";"0.19812787";"0.03877821";"4"
"01/09/2015 00:00";"0.10653685";"80400000";"23:31";"0.0740498";"23:46";"0.13810352";"0.02504871";"4"
"01/09/2015 01:00";"0.14140673";"80400000";"00:01";"0.07981111";"00:46";"0.2027481";"0.04360896";"4"
"01/09/2015 02:00";"0.17575896";"80400000";"01:46";"0.07926295";"01:16";"0.3236511";"0.09260294";"4"
"01/09/2015 03:00";"0.07376708";"80400000";"02:16";"0.05143376";"02:31";"0.09371248";"0.01523466";"4"
"01/09/2015 04:00";"0.11870627";"80400000";"03:16";"0.06960145";"03:46";"0.19645389";"0.04725897";"4"
"01/09/2015 05:00";"0.18136873";"80400000";"04:01";"0.06152342";"04:31";"0.30821812";"0.08743556";"4"
"01/09/2015 06:00";"0.2261391";"80400000";"05:46";"0.12698262";"05:31";"0.29240886";"0.06973772";"4"
"01/09/2015 07:00";"0.69303262";"80400000";"06:31";"0.35375735";"06:46";"1.26395811";"0.36716243";"4"
"01/09/2015 08:00";"17.88702651";"80400000";"07:03";"0.7569053";"07:47";"55.34542476";"22.35543975";"4"
"01/09/2015 09:00";"40.50881856";"80400000";"08:47";"6.63707828";"08:02";"77.27710095";"29.066877";"4"
"01/09/2015 10:00";"3.74928237";"80400000";"09:47";"3.11733484";"09:02";"4.35027242";"0.53244628";"4"
"01/09/2015 11:00";"1.49144372";"80400000";"10:17";"0.93265816";"10:02";"2.37284609";"0.60118226";"4"
"01/09/2015 12:00";"1.43473784";"80400000";"11:31";"0.3479757";"11:01";"2.61756477";"0.85083542";"4"
"01/09/2015 13:00";"0.59458905";"80400000";"12:46";"0.19492025";"12:16";"0.98198266";"0.2858909";"4"
"01/09/2015 14:00";"0.18645271";"80400000";"13:16";"0.10682568";"13:46";"0.30884053";"0.08033385";"4"
"01/09/2015 15:00";"0.2091908";"80400000";"14:46";"0.11107572";"14:16";"0.32423486";"0.07650179";"4"
"01/09/2015 16:00";"0.45670317";"80400000";"15:01";"0.124134";"15:46";"0.70976633";"0.22534788";"4"
"01/09/2015 17:00";"0.86650434";"80400000";"16:31";"0.2113682";"16:46";"2.62177922";"1.01505448";"4"
"01/09/2015 18:00";"0.7099738";"80400000";"17:16";"0.4587209";"17:01";"0.98595404";"0.24033541";"4"
"01/09/2015 19:00";"1.35265577";"80400000";"18:16";"0.28674112";"18:46";"3.69682958";"1.36596321";"4"
"01/09/2015 20:00";"3.69019467";"80400000";"19:32";"2.99512805";"19:17";"4.89815168";"0.74748381";"4"
"01/09/2015 21:00";"1.53921526";"80400000";"20:47";"0.14262001";"20:02";"3.53076975";"1.43348591";"4"
"01/09/2015 22:00";"0.09689874";"80400000";"21:02";"0.06993909";"21:17";"0.1221773";"0.01988032";"4"
"01/09/2015 23:00";"0.20130498";"80400000";"22:17";"0.14701854";"22:32";"0.25339369";"0.0396152";"4"
"02/09/2015 00:00";"0.1023519";"80400000";"23:02";"0.0843988";"23:47";"0.11790183";"0.01301862";"4"
