"NetC";"ARPA Sicilia";;;;;;;
"Stat";"VILLA AUGUSTA";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"3";"3";"3";"3";"3";"3";"3";"3"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"03/09/2015 00:00";;;;;;;;
"03/09/2015 01:00";"2.17041224";"80000000";"00:30";"0.0";"01:00";"3.01051933";"1.29201511";"720"
"03/09/2015 02:00";"1.75316562";"80000000";"01:59";"0.0";"01:29";"4.51577696";"1.88112761";"720"
"03/09/2015 03:00";"1.56599592";"80000000";"02:44";"0.0";"02:58";"3.8027603";"1.6256806";"720"
"03/09/2015 04:00";"0.80654507";"80000000";"04:00";"0.0";"03:05";"2.05982977";"0.86697521";"720"
"03/09/2015 05:00";"0.061618";"80000000";"04:57";"0.0";"05:00";"1.58448193";"0.30632955";"720"
"03/09/2015 06:00";"0.33010091";"80000000";"06:00";"0.0";"05:12";"1.58448193";"0.64348336";"720"
"03/09/2015 07:00";"0.0";"80000000";"07:00";"0.0";"07:00";"0.0";"0.0";"720"
"03/09/2015 08:00";"1.25372302";"80000000";"08:00";"0.0";"07:39";"2.61439885";"1.2677383";"720"
"03/09/2015 09:00";"1.21135989";"80000000";"09:00";"0.0";"08:25";"3.16896692";"1.32521609";"720"
"03/09/2015 10:00";"1.02144226";"80000000";"10:00";"0.0";"09:39";"2.13905407";"0.99391817";"720"
"03/09/2015 11:00";"0.21544637";"80000000";"11:00";"0.0";"10:38";"0.87146527";"0.37594829";"720"
"03/09/2015 12:00";"0.13710075";"80000000";"12:00";"0.0";"11:38";"0.55456908";"0.23923908";"720"
"03/09/2015 13:00";"0.21544637";"80000000";"13:00";"0.0";"12:22";"0.87146527";"0.37594829";"720"
"03/09/2015 14:00";"0.43089171";"80000000";"14:00";"0.0";"13:51";"1.74293358";"0.75189556";"720"
"03/09/2015 15:00";"0.40291099";"80000000";"15:00";"0.0";"14:36";"1.58448193";"0.68997653";"700"
"03/09/2015 16:00";"0.18012596";"80000000";"15:50";"0.0";"16:00";"1.18836145";"0.41336372";"720"
"03/09/2015 17:00";"0.67538665";"80000000";"17:00";"0.0";"16:49";"1.18836145";"0.57316493";"720"
"03/09/2015 18:00";"0.70740486";"80000000";"18:00";"0.0";"17:19";"1.58448193";"0.72347651";"720"
"03/09/2015 19:00";"0.53256324";"80000000";"19:00";"0.0";"18:48";"1.18836145";"0.54036871";"720"
"03/09/2015 20:00";"0.0";"80000000";"20:00";"0.0";"20:00";"0.0";"0.0";"720"
"03/09/2015 21:00";"0.72237002";"80000000";"20:47";"0.0";"21:00";"1.90138218";"0.80914351";"720"
"03/09/2015 22:00";"0.45598009";"80000000";"22:00";"0.0";"21:02";"1.90138218";"0.73063314";"720"
"03/09/2015 23:00";"0.0";"80000000";"23:00";"0.0";"23:00";"0.0";"0.0";"720"
"04/09/2015 00:00";"0.0";"80000000";"00:00";"0.0";"00:00";"0.0";"0.0";"720"
"04/09/2015 01:00";"0.02079562";"80000000";"00:59";"0.0";"01:00";"2.13905407";"0.20988541";"720"
"04/09/2015 02:00";"0.50791319";"80000000";"02:00";"0.0";"01:14";"2.13905407";"0.91008482";"720"
"04/09/2015 03:00";"0.47006249";"80000000";"03:00";"0.0";"02:28";"1.90138218";"0.82024813";"720"
"04/09/2015 04:00";"0.63346184";"80000000";"04:00";"0.0";"03:46";"1.50525763";"0.64896906";"720"
"04/09/2015 05:00";"0.49911207";"80000000";"05:00";"0.0";"04:56";"1.34681005";"0.53764315";"720"
"04/09/2015 06:00";"0.28190732";"80000000";"05:59";"0.0";"06:00";"2.45595025";"0.49978329";"720"
"04/09/2015 07:00";"1.7746233";"80000000";"07:00";"0.0";"06:43";"4.8326762";"2.01213348";"720"
"04/09/2015 08:00";"1.44936331";"80000000";"08:00";"0.0";"07:28";"5.86259006";"2.52910408";"720"
"04/09/2015 09:00";"0.0";"80000000";"09:00";"0.0";"09:00";"0.0";"0.0";"720"
"04/09/2015 10:00";"1.44936331";"80000000";"10:00";"0.0";"09:41";"5.86259006";"2.52910408";"720"
"04/09/2015 11:00";"13.26190374";"80000000";"11:00";"0.0";"10:39";"20.28138012";"7.95576014";"720"
"04/09/2015 12:00";"1.65072219";"80000000";"11:55";"0.0";"11:40";"6.10026195";"2.59734071";"720"
"04/09/2015 13:00";"0.93462402";"80000000";"13:00";"0.0";"12:10";"1.90138218";"0.71699415";"720"
"04/09/2015 14:00";"0.33934341";"80000000";"13:39";"0.0";"13:54";"1.02991285";"0.47001774";"720"
"04/09/2015 15:00";"0.29918309";"80000000";"14:53";"0.0";"15:00";"1.02991285";"0.37866978";"720"
"04/09/2015 16:00";"0.28267617";"80000000";"16:00";"0.0";"15:08";"1.02991285";"0.32708652";"720"
"04/09/2015 17:00";"0.01122158";"80000000";"16:52";"0.0";"16:58";"0.1584486";"0.02981132";"699"
"04/09/2015 18:00";"0.304023";"80000000";"17:36";"0.0";"18:00";"0.71301667";"0.32496506";"720"
"04/09/2015 19:00";"0.46753219";"80000000";"19:00";"0.0";"18:51";"1.02991285";"0.41312066";"720"
"04/09/2015 20:00";"0.35254712";"80000000";"20:00";"0.0";"19:50";"1.42603333";"0.61518737";"720"
"04/09/2015 21:00";"0.0";"80000000";"21:00";"0.0";"21:00";"0.0";"0.0";"720"
"04/09/2015 22:00";"0.28091472";"80000000";"22:00";"0.0";"21:19";"1.18836145";"0.4905469";"720"
"04/09/2015 23:00";"0.02002676";"80000000";"23:00";"0.0";"22:32";"0.1584486";"0.03543025";"720"
"05/09/2015 00:00";"1.86132866";"80000000";"23:33";"0.0";"00:00";"4.8326762";"2.10081792";"720"
