"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Partinico";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"06/09/2015 07:00";"2.59126515";"80400000";"06:04";"0.65257534";"06:54";"6.19946114";"0.9574455";"720";"9.57822327";"80400000";"06:14";"0.93725475";"06:02";"36.31861208";"4.3092503";"720";"0.24503122";"80400000";"06:08";"0.12992949";"06:39";"0.52262627";"0.06586702";"720";"51.24335055";"80400000";"06:03";"36.1170012";"06:58";"61.51987485";"4.66749003";"720";"1.12687668";"80400000";"06:06";"0.68569089";"06:21";"1.60556638";"0.39396953";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 08:00";"2.64791307";"80400000";"07:23";"0.9788625";"07:17";"7.50461182";"0.89633804";"720";"11.06774393";"80400000";"07:42";"0.0";"07:32";"38.89606456";"7.31332352";"720";"0.30007789";"80400000";"07:46";"0.12992949";"07:42";"0.813512";"0.1018496";"720";"58.28697735";"80400000";"07:33";"39.32099115";"07:58";"73.8780021";"6.91510292";"720";"1.66348554";"80400000";"07:20";"1.08759607";"07:50";"2.76616678";"0.65745287";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 09:00";"2.29806202";"80400000";"08:52";"0.65257534";"08:59";"6.19946114";"0.97155942";"720";"9.55511866";"80400000";"08:28";"0.0";"08:30";"33.27254752";"6.45893294";"720";"0.28112942";"80400000";"08:51";"0.12992949";"08:30";"0.97349997";"0.15588946";"720";"68.54187585";"80400000";"08:30";"54.42537555";"08:36";"77.0819721";"4.04926946";"720";"1.3117205";"80400000";"08:36";"0.76953441";"08:21";"2.29547782";"0.58780871";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 10:00";"2.60350271";"80400000";"09:40";"0.9788625";"09:02";"7.50461182";"1.04354573";"720";"10.57275581";"80400000";"09:50";"2.10882319";"09:57";"57.8754752";"6.94501496";"720";"0.33003475";"80400000";"09:15";"0.10084045";"09:43";"0.95895486";"0.16943475";"720";"67.82638905";"80400000";"09:56";"22.1569089";"09:14";"102.25593945";"6.31086929";"720";"1.40244809";"80400000";"09:06";"0.75416042";"09:36";"2.68999856";"0.7737753";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 11:00";"2.51875712";"80400000";"10:41";"0.32628716";"10:38";"6.19946114";"1.03733898";"720";"11.02088081";"80400000";"10:14";"3.74901901";"10:57";"24.60292768";"4.55238214";"720";"0.24858661";"80400000";"10:45";"0.12992949";"10:43";"0.50808117";"0.06960813";"720";"69.4086435";"80400000";"10:51";"59.91788985";"10:27";"77.99737785";"3.50744741";"720";"1.75702615";"80400000";"10:36";"0.77361563";"10:51";"3.4951839";"1.09054436";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 12:00";"2.47978568";"80400000";"11:32";"0.65257534";"11:17";"7.50461182";"1.00324304";"720";"11.97277957";"80400000";"11:31";"0.0";"11:01";"56.70391632";"10.0576936";"720";"0.27076693";"80400000";"11:10";"0.07175258";"11:56";"1.71525939";"0.25936842";"720";"71.74169625";"80400000";"11:00";"41.60953545";"11:54";"78.91280355";"4.26389156";"720";"1.31609055";"80400000";"11:50";"0.664759";"11:21";"2.91176151";"0.92457606";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 13:00";"2.51694686";"80400000";"12:52";"0.9788625";"12:12";"8.48347636";"0.93442774";"720";"3.44799182";"80400000";"12:57";"0.0";"12:28";"26.71174896";"2.88274534";"720";"0.20188296";"80400000";"12:02";"0.10084045";"12:28";"0.53717021";"0.07660562";"720";"74.5540677";"80400000";"12:29";"58.7736177";"12:22";"83.48989215";"3.49040811";"720";"1.41409477";"80400000";"12:51";"0.54795045";"12:05";"2.61170583";"0.86908752";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 14:00";"2.41362068";"80400000";"13:48";"0.65257534";"13:07";"6.52574932";"0.92355092";"720";"1.11754679";"80400000";"13:55";"0.0";"13:00";"4.92058745";"0.95361765";"720";"0.1675823";"80400000";"13:35";"0.10084045";"13:14";"0.3626383";"0.04113813";"720";"75.75204525";"80400000";"13:20";"70.67405205";"13:59";"82.1167536";"2.33623677";"720";"1.22614402";"80400000";"13:36";"0.19956591";"13:51";"3.19282574";"1.16640747";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 15:00";"2.6216287";"80400000";"14:09";"0.65257534";"14:55";"6.85203648";"0.99505314";"720";"1.67046086";"80400000";"14:49";"0.0";"14:52";"5.62352851";"1.03481073";"720";"0.18012779";"80400000";"14:56";"0.08629651";"14:22";"0.40627128";"0.04982688";"720";"78.85016055";"80400000";"14:55";"73.8780021";"14:31";"84.40531785";"2.02212602";"720";"0.16180572";"80400000";"14:21";"0.0";"14:06";"0.26514817";"0.09859205";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 16:00";"2.53507285";"80400000";"15:57";"0.32628716";"15:48";"6.19946114";"1.02561094";"720";"3.90327534";"80400000";"15:26";"0.0";"15:44";"10.54411787";"2.43731244";"720";"0.17289554";"80400000";"15:28";"0.10084045";"15:57";"0.37718224";"0.04471571";"720";"76.1344269";"80400000";"15:58";"65.18153775";"15:27";"83.0321793";"3.22846262";"720";"0.71215425";"80400000";"15:36";"0.0";"15:06";"2.30535594";"0.92649717";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 17:00";"2.42449647";"80400000";"16:11";"0.0";"16:42";"6.52574932";"0.87590345";"720";"6.38147017";"80400000";"16:50";"0.93725475";"16:59";"11.24705894";"1.8888017";"720";"0.2131343";"80400000";"16:30";"0.08629651";"16:55";"0.43536032";"0.05515179";"720";"66.14177115";"80400000";"17:00";"57.62934555";"16:00";"74.10684855";"3.02151728";"720";"1.66376827";"80400000";"16:06";"0.57482264";"16:50";"2.82483852";"0.8171473";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 18:00";"2.40591792";"80400000";"17:12";"0.32628716";"17:45";"7.1783267";"0.9825176";"720";"12.76912183";"80400000";"17:33";"4.21764638";"17:41";"22.2597908";"4.1217462";"720";"0.23703158";"80400000";"17:53";"0.12992949";"17:41";"0.56625925";"0.0768252";"720";"54.6615237";"80400000";"17:37";"40.4652633";"17:02";"66.5546364";"6.37824044";"720";"0.99816211";"80400000";"17:51";"0.4727911";"17:20";"1.85488799";"0.56222506";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 19:00";"2.59579995";"80400000";"18:18";"0.65257534";"18:46";"6.52574932";"0.97496942";"720";"18.1004107";"80400000";"18:57";"9.84117681";"18:45";"31.6323192";"4.56056932";"720";"0.25373749";"80400000";"18:19";"0.12992949";"18:24";"0.6535252";"0.08142829";"720";"50.0370738";"80400000";"18:57";"14.60472269";"18:19";"67.2412356";"6.47398847";"720";"1.07977738";"80400000";"18:36";"0.42196042";"18:06";"2.29957531";"0.7268499";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 20:00";"2.48431845";"80400000";"19:43";"0.32628716";"19:49";"6.52574932";"0.85714286";"720";"13.76527957";"80400000";"19:38";"8.90392206";"19:44";"20.15096952";"2.21585313";"720";"0.22204381";"80400000";"19:33";"0.10084045";"19:36";"0.49353723";"0.0499904";"720";"45.9285309";"80400000";"20:00";"29.48025465";"19:32";"60.3756027";"5.42291075";"720";"1.87963872";"80400000";"19:36";"0.63878279";"19:21";"3.30603614";"1.05319096";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 21:00";"2.29806202";"80400000";"20:11";"0.32628716";"20:48";"6.19946114";"0.91851677";"720";"14.23293182";"80400000";"20:58";"7.49803993";"20:02";"23.9";"2.94224105";"720";"0.23992122";"80400000";"20:16";"0.12992949";"20:04";"0.44990426";"0.0507753";"720";"43.4009457";"80400000";"20:00";"28.3359825";"20:15";"53.96768265";"4.75764009";"720";"1.03043254";"80400000";"20:21";"0.31766198";"20:36";"2.40356255";"0.80820583";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 22:00";"2.52057043";"80400000";"21:25";"0.32628716";"21:46";"6.85203648";"1.0293413";"720";"10.66875924";"80400000";"21:06";"4.45196007";"21:25";"17.10490114";"2.33190388";"720";"0.22921416";"80400000";"21:31";"0.10084045";"21:21";"0.52262627";"0.0597397";"720";"43.6288545";"80400000";"21:23";"37.4901597";"21:03";"50.9925591";"2.69049491";"720";"0.85184429";"80400000";"21:50";"0.50045858";"21:06";"1.43457918";"0.36738311";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"06/09/2015 23:00";"2.36196013";"80400000";"22:04";"0.32628716";"22:34";"6.85203648";"1.03402458";"720";"15.42370248";"80400000";"22:09";"7.26372624";"22:55";"26.71174896";"3.97614358";"720";"0.36950614";"80400000";"22:03";"0.17356246";"22:46";"0.85714498";"0.13590848";"720";"34.91172195";"80400000";"22:48";"23.0723346";"22:59";"50.76371265";"5.71063563";"720";"1.18344629";"80400000";"22:05";"0.42211297";"22:21";"2.39137685";"0.78405208";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"07/09/2015 00:00";"2.31165727";"80400000";"23:52";"0.65257534";"23:49";"6.19946114";"1.00978235";"720";"8.86421746";"80400000";"23:23";"3.28039163";"23:00";"17.8078422";"2.47474749";"720";"0.24161715";"80400000";"23:47";"0.14447342";"23:52";"0.42081522";"0.0572577";"720";"44.37899445";"80400000";"23:48";"33.5996304";"23:14";"53.5099698";"3.87115386";"720";"0.44868311";"80400000";"23:36";"0.18100871";"23:06";"0.81801683";"0.23106749";"4";"32.90000153";"80000000";"03:30";"32.90000153";"03:30";"32.90000153";"0.0";"1"
"07/09/2015 01:00";"2.55002885";"81400000";"00:43";"0.65257534";"00:27";"6.19946114";"0.93785401";"720";"5.05076214";"80400000";"00:56";"0.0";"00:07";"10.54411787";"2.52638105";"720";"0.2113169";"80400000";"00:43";"0.11538438";"00:06";"0.44990426";"0.05209514";"720";"50.079687";"80400000";"00:30";"35.88815475";"00:44";"62.20643415";"6.93300804";"720";"1.34679378";"80400000";"00:51";"0.18149891";"00:06";"2.40564231";"1.02514414";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 02:00";;;;;;;;;"2.54360626";"80400000";"02:00";"0.0";"01:19";"10.30980418";"1.95953423";"720";"0.17972366";"80400000";"01:59";"0.08629651";"01:18";"0.44990426";"0.0631596";"720";"60.62128695";"80400000";"01:17";"49.1617077";"01:44";"71.36061135";"5.54944362";"720";"0.10622565";"80400000";"01:51";"0.0";"01:36";"0.23390593";"0.10730265";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 03:00";"2.40047798";"80400000";"02:41";"0.32628716";"02:11";"6.19946114";"0.96802026";"720";;;;;;;;;"0.14802882";"81400000";"02:43";"0.07175258";"02:11";"0.31900533";"0.04433728";"720";"69.41915715";"80400000";"02:20";"65.18153775";"02:05";"74.7934278";"1.56265956";"720";"0.06481036";"80400000";"02:35";"0.0";"02:50";"0.15681937";"0.06760304";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 04:00";"2.18658051";"80400000";"03:30";"0.32628716";"03:40";"6.19946114";"1.00132295";"720";"0.39280128";"80400000";"04:00";"0.0";"03:05";"3.51470532";"0.64758484";"720";;;;;;;;;"70.64448615";"81400000";"03:56";"45.0423519";"03:56";"85.77843645";"2.26494345";"720";"0.06845325";"80400000";"03:36";"0.0";"03:20";"0.16827485";"0.07195682";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 05:00";"2.46165765";"80400000";"04:13";"0.0";"04:29";"6.52574932";"1.07274482";"720";"1.36715457";"80400000";"04:52";"0.0";"04:57";"5.62352851";"1.36245296";"720";"0.11182666";"80400000";"04:11";"0.02718286";"04:28";"0.28930659";"0.04381402";"720";;;;;;;;;"0.2439661";"80400000";"04:21";"0.0";"04:51";"0.73657039";"0.29275565";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 06:00";"2.60214197";"80400000";"05:35";"0.65257534";"05:58";"6.85203648";"0.9582174";"720";"9.18379679";"80400000";"05:01";"0.46862738";"05:57";"20.15096952";"5.50230389";"720";"0.1558988";"80400000";"05:04";"0.04174549";"05:58";"0.66792898";"0.09585075";"720";"60.62052885";"80400000";"05:38";"51.8713965";"05:11";"71.0872764";"5.49942299";"720";"0.32259342";"80400000";"05:21";"0.22610656";"05:36";"0.46392184";"0.09115676";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 07:00";"2.79746292";"80400000";"06:50";"0.65257534";"06:40";"7.1783267";"0.97463178";"720";"16.25453914";"80400000";"06:55";"7.26372624";"06:44";"31.86665392";"5.02888313";"720";"0.23975419";"80400000";"06:16";"0.07087074";"06:13";"1.38148587";"0.21574595";"720";"53.44730685";"80400000";"06:42";"37.00196325";"06:17";"64.22445645";"5.76045078";"720";"1.17762295";"80400000";"06:21";"0.57952931";"06:06";"2.09078928";"0.60886061";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 08:00";"3.35758787";"80400000";"07:57";"1.30514966";"07:07";"7.83089898";"1.28300347";"720";"20.72309728";"80400000";"07:13";"7.26372624";"07:50";"69.1225284";"11.88474344";"720";"0.42119715";"80400000";"07:09";"0.07087074";"07:36";"5.99776643";"0.5332212";"720";"52.5544845";"80400000";"07:50";"22.13254995";"07:34";"81.3814764";"8.96056844";"720";"1.86084863";"80400000";"07:05";"0.92447537";"07:51";"2.58482754";"0.68945074";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 09:00";"2.73990784";"80400000";"08:46";"0.9788625";"08:07";"6.85203648";"0.93579865";"720";"22.09967992";"80400000";"08:39";"9.37254943";"08:22";"44.9882128";"4.73848666";"720";"0.28160013";"80400000";"08:35";"0.12912006";"08:16";"0.63880373";"0.0948965";"720";"55.07434905";"80400000";"08:05";"39.5183166";"08:35";"72.23106975";"6.65462375";"720";"1.56667731";"80400000";"08:51";"1.02713949";"08:06";"2.49370027";"0.60035137";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 10:00";"2.49338093";"80400000";"09:40";"0.65257534";"09:20";"6.52574932";"0.93145606";"720";"19.23942352";"80400000";"09:54";"12.65294106";"09:02";"29.75783264";"3.76329782";"720";"0.21608934";"80400000";"09:27";"0.07087074";"09:06";"0.56599178";"0.08189549";"720";"68.15975355";"80400000";"09:11";"55.7603298";"09:53";"81.3814764";"5.29024325";"720";"1.39668983";"80400000";"09:51";"0.43206025";"09:06";"3.31713771";"1.14219575";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 11:00";"2.57857808";"80400000";"10:41";"0.65257534";"10:02";"6.19946114";"0.85632824";"720";"20.414902";"80400000";"10:55";"10.30980418";"10:59";"55.5323192";"6.284744";"720";"0.18724792";"80400000";"10:24";"0.02718286";"10:29";"0.40580525";"0.0679192";"720";"71.72110785";"80400000";"10:17";"53.9302365";"10:55";"83.8978497";"7.4469779";"720";"1.05375235";"80400000";"10:51";"0.42204788";"10:21";"1.81743087";"0.49924123";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 12:00";"2.59806481";"80400000";"11:43";"0.9788625";"11:58";"6.85203648";"0.95994833";"720";"11.32451214";"80400000";"11:31";"1.64019582";"11:00";"48.97155888";"4.44333122";"720";"0.19149594";"80400000";"11:04";"0.04174549";"11:43";"0.53686653";"0.0942319";"720";"79.46689485";"80400000";"11:24";"68.3421564";"11:26";"89.15932305";"4.64530563";"720";"1.21932096";"80400000";"11:50";"0.49727842";"11:35";"2.90357975";"0.97776211";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 13:00";"2.54413635";"80400000";"13:00";"0.9788625";"12:53";"6.19946114";"0.84914822";"720";"11.36454178";"80400000";"12:26";"0.0";"12:23";"87.16469576";"9.89199968";"720";"0.19780547";"80400000";"12:42";"0.04174549";"12:51";"0.49317982";"0.09491986";"720";"77.7121128";"80400000";"12:23";"44.09354985";"12:14";"342.625689";"17.02683423";"720";"1.56778076";"80400000";"12:51";"0.42273639";"12:05";"4.58910572";"1.74845488";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 14:00";"2.71588935";"80400000";"13:59";"1.30514966";"13:39";"6.52574932";"1.02502515";"720";"5.62515754";"80400000";"13:49";"2.34313688";"13:25";"9.84117681";"1.15864141";"720";"0.14602803";"80400000";"13:29";"0.02718286";"13:21";"0.40580525";"0.06340021";"720";"78.9391575";"80400000";"13:42";"69.02841645";"13:21";"94.87834965";"2.68958718";"720";"1.9967778";"80400000";"13:36";"0.44339268";"13:21";"5.81347507";"2.2188489";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 15:00";"2.58945489";"80400000";"14:02";"0.9788625";"14:56";"5.87317398";"0.93443079";"720";"7.11044502";"80400000";"14:04";"2.81176426";"14:25";"12.18431369";"1.66352986";"720";"0.15818341";"80400000";"14:31";"0.04174549";"14:25";"0.37668117";"0.05677181";"720";"76.69188975";"80400000";"14:15";"63.5381565";"14:02";"85.2704097";"3.06023225";"720";"0.94923221";"80400000";"14:36";"0.4034978";"14:06";"2.51503693";"0.90430928";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 16:00";"3.80034391";"80400000";"15:01";"0.9788625";"15:41";"9.78862602";"1.64175429";"720";"10.83343024";"80400000";"15:00";"4.92058745";"15:48";"39.59899224";"4.7788203";"720";"0.17895512";"80400000";"15:44";"0.08543219";"15:08";"0.44949312";"0.05810683";"720";"72.1421127";"80400000";"15:17";"60.79305645";"15:17";"82.98280305";"2.85184452";"720";"7.3280891";"80400000";"15:21";"0.67009622";"15:51";"24.12828432";"9.72224033";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 17:00";"2.88356621";"80400000";"16:43";"0.9788625";"16:00";"7.50461182";"0.91450979";"720";"18.95695611";"80400000";"16:16";"10.30980418";"16:57";"48.50292768";"4.6152009";"720";"0.21657523";"80400000";"16:23";"0.09999482";"16:19";"0.65336635";"0.0867789";"720";"67.20183435";"80400000";"16:30";"56.4466098";"16:43";"75.43372305";"3.97900157";"720";"2.69078674";"80400000";"16:35";"1.01326354";"16:05";"7.39477786";"2.71679956";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 18:00";"2.50199187";"80400000";"17:28";"0.65257534";"17:21";"6.19946114";"0.8471671";"720";"24.96513696";"80400000";"17:00";"11.95";"17:47";"39.59899224";"4.84973064";"720";"0.27142685";"80400000";"17:00";"0.14368269";"17:45";"0.53686653";"0.0702517";"720";"58.6925808";"80400000";"17:43";"33.7993299";"17:00";"75.8912364";"6.75170643";"720";"1.60794717";"80400000";"17:05";"0.87374945";"17:36";"3.46064963";"1.07805153";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 19:00";"2.52601036";"80400000";"18:54";"0.65257534";"18:25";"6.85203648";"0.91418232";"720";"27.30534848";"80400000";"18:50";"17.57352851";"18:13";"43.81665392";"4.61148588";"720";"0.27096198";"80400000";"18:50";"0.11455744";"18:11";"0.53686653";"0.07459549";"720";"54.41603895";"80400000";"18:03";"38.37452325";"18:49";"66.2832765";"5.8991352";"720";"1.37994594";"80400000";"18:51";"0.55411754";"18:06";"1.77329307";"0.48942108";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 20:00";"2.25682267";"80400000";"19:46";"0.65257534";"19:22";"5.87317398";"0.83391559";"720";"16.21028016";"80400000";"19:59";"5.62352851";"19:14";"25.54019008";"4.54942236";"720";"0.20411618";"80400000";"19:56";"0.08543219";"19:50";"0.55142915";"0.07234942";"720";"60.49217055";"80400000";"19:24";"40.66214985";"19:45";"71.77353645";"5.75539146";"720";"0.70368671";"80400000";"19:21";"0.30775132";"19:06";"1.00224028";"0.28683875";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
"07/09/2015 21:00";"2.09685162";"80400000";"20:52";"0.0";"20:17";"6.52574932";"0.85016725";"720";"7.37502376";"80400000";"20:56";"0.0";"20:41";"29.75783264";"3.79870042";"720";"0.14576523";"80400000";"20:48";"0.05630811";"20:42";"0.52230507";"0.06737024";"720";"66.6918924";"80400000";"20:14";"52.5576765";"20:53";"75.8912364";"4.2770027";"720";"1.07104033";"80400000";"20:51";"0.51915104";"20:06";"2.45400981";"0.80167568";"4";"22.7999897";"80000000";"03:30";"22.7999897";"03:30";"22.7999897";"0.0";"1"
