"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;
"Stat";"Partinico";;;;;;;;;;;;;;;
"Parm";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3"
"PtId";"4";"4";"4";"4";"4";"4";"4";"4";"6";"6";"6";"6";"6";"6";"6";"6"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"10/08/2015 02:00";"4.46367681";"80400000";"01:58";"0.0";"01:22";"10.77843156";"2.14841115";"720";;;;;;;;
"10/08/2015 03:00";;;;;;;;;;;;;;;;
"10/08/2015 04:00";"8.7695161";"80400000";"03:41";"0.0";"03:42";"56.9382128";"9.25164411";"720";;;;;;;;
"10/08/2015 05:00";"10.49400053";"80400000";"04:37";"4.68627376";"04:00";"19.68233832";"3.13447926";"720";;;;;;;;
"10/08/2015 06:00";"19.18410936";"80400000";"05:00";"6.0921578";"05:59";"35.6156844";"6.3084375";"720";;;;;;;;
"10/08/2015 07:00";"17.15306633";"80400000";"06:20";"8.43529468";"06:00";"34.678422";"5.07092036";"720";;;;;;;;
"10/08/2015 08:00";"16.19823838";"80400000";"07:32";"9.84117681";"07:11";"23.4313688";"3.40527965";"720";;;;;;;;
"10/08/2015 09:00";"23.3363424";"80400000";"08:01";"13.59019582";"08:52";"58.8127376";"7.04039126";"720";;;;;;;;
"10/08/2015 10:00";"25.68988056";"80400000";"09:23";"16.40196007";"09:58";"47.3313688";"3.44976042";"720";;;;;;;;
"10/08/2015 11:00";"23.36563424";"80400000";"10:53";"11.24705894";"10:37";"48.73724328";"5.3882225";"720";;;;;;;;
"10/08/2015 12:00";"17.84494265";"80400000";"11:32";"2.10882319";"11:33";"41.94214824";"5.33015888";"720";;;;;;;;
"10/08/2015 13:00";"9.65047202";"80400000";"12:59";"3.9833327";"12:00";"20.38528512";"3.21968372";"720";;;;;;;;
"10/08/2015 14:00";"6.56533956";"80400000";"13:53";"1.64019582";"13:33";"43.113688";"4.82514423";"720";;;;;;;;
"10/08/2015 15:00";"8.33017866";"80400000";"14:13";"3.74901901";"14:26";"16.16764638";"2.61883581";"720";;;;;;;;
"10/08/2015 16:00";"9.62378432";"80400000";"15:09";"5.38921482";"15:40";"13.35588213";"1.38628222";"720";;;;;;;;
"10/08/2015 17:00";"15.40515034";"80400000";"16:17";"9.60686312";"16:38";"50.37745248";"4.55376069";"720";;;;;;;;
"10/08/2015 18:00";"21.33197368";"80400000";"17:12";"13.12156844";"17:33";"38.42745248";"3.4130003";"720";;;;;;;;
"10/08/2015 19:00";"24.28205584";"80400000";"18:25";"19.44802272";"18:43";"30.69509504";"2.12390696";"720";;;;;;;;
"10/08/2015 20:00";"14.95214401";"80400000";"19:45";"7.9666673";"19:15";"25.54019008";"4.12651282";"720";;;;;;;;
"10/08/2015 21:00";"8.34221852";"80400000";"20:27";"3.74901901";"20:35";"12.88725475";"1.8593244";"720";;;;;;;;
"10/08/2015 22:00";"5.84384827";"80400000";"21:51";"2.81176426";"21:44";"9.13823574";"1.0750545";"720";;;;;;;;
"10/08/2015 23:00";"4.65405656";"80400000";"22:52";"0.46862738";"22:12";"10.54411787";"1.88738874";"720";;;;;;;;
"11/08/2015 00:00";"3.60127112";"80400000";"23:58";"0.0";"23:36";"12.18431369";"2.46366554";"720";;;;;;;;
"11/08/2015 01:00";"0.62646298";"80400000";"00:59";"0.0";"00:22";"3.9833327";"0.83658986";"720";;;;;;;;
"11/08/2015 02:00";"1.47506785";"C0410000";"02:00";"0.0";"01:46";"12.41862738";"2.2414854";"718";;;;;;;;
"11/08/2015 03:00";;;;;;;;;;;;;;;;
"11/08/2015 04:00";"0.74817707";"80400000";"03:53";"0.0";"03:44";"4.45196007";"0.74702031";"720";;;;;;;;
"11/08/2015 05:00";"6.15398997";"80400000";"04:18";"0.0";"04:59";"74.51174896";"11.13690862";"720";;;;;;;;
"11/08/2015 06:00";"27.62231984";"80400000";"05:19";"0.0";"05:53";"91.3823192";"16.7728441";"720";;;;;;;;
"11/08/2015 07:00";"24.65076592";"80400000";"06:20";"0.0";"06:14";"145.74309864";"20.43189968";"720";;;;;;;;
"11/08/2015 08:00";"17.04697518";"80400000";"07:19";"8.90392206";"07:10";"38.42745248";"5.2968614";"720";;;;;;;;
"11/08/2015 09:00";"27.6356656";"80400000";"08:06";"11.71568631";"08:15";"64.67057024";"10.76759052";"720";;;;;;;;
"11/08/2015 10:00";"15.5813507";"80400000";"09:40";"6.56078518";"09:00";"28.58627376";"4.90122845";"687";;;;;;;;
"11/08/2015 11:00";"24.55725";"80400000";"10:11";"14.76176426";"10:52";"56.4695816";"5.86745765";"718";;;;;;;;
"11/08/2015 12:00";"26.5252716";"80400000";"12:00";"17.57352851";"11:37";"42.17646384";"5.18845674";"720";;;;;;;;
"11/08/2015 13:00";"11.77068499";"80400000";"12:50";"3.9833327";"12:33";"18.97941255";"3.25206344";"720";;;;;;;;
"11/08/2015 14:00";"10.26717232";"80400000";"13:57";"4.21764638";"13:45";"39.59899224";"4.53718938";"720";;;;;;;;
"11/08/2015 15:00";"14.63093948";"80400000";"14:34";"4.21764638";"14:49";"66.54509504";"8.55539887";"720";;;;;;;;
"11/08/2015 16:00";"40.87861736";"80400000";"15:14";"0.0";"15:11";"305.5448656";"41.23153432";"720";;;;;;;;
"11/08/2015 17:00";"28.96897968";"80400000";"16:50";"12.65294106";"16:52";"73.80882128";"8.7512718";"720";;;;;;;;
"11/08/2015 18:00";"33.37667504";"80400000";"17:23";"16.40196007";"17:59";"85.75882128";"10.08565851";"720";;;;;;;;
"11/08/2015 19:00";"49.90000696";"80400000";"18:09";"29.28920144";"18:22";"100.75488584";"10.92900538";"720";;;;;;;;
"11/08/2015 20:00";"32.89177272";"80400000";"19:47";"23.9";"19:20";"67.95096952";"6.12182248";"720";;;;;;;;
"11/08/2015 21:00";"20.83797024";"80400000";"20:54";"10.77843156";"20:00";"28.82057024";"4.2570202";"720";;;;;;;;
"11/08/2015 22:00";"8.71289031";"80400000";"21:59";"2.81176426";"21:01";"18.97941255";"2.76809609";"720";;;;;;;;
"11/08/2015 23:00";"11.00558481";"80400000";"22:15";"3.04607794";"22:32";"20.15096952";"4.04523561";"720";;;;;;;;
"12/08/2015 00:00";"9.28533164";"80400000";"23:39";"3.28039163";"23:13";"17.57352851";"3.43939929";"720";;;;;;;;
"12/08/2015 01:00";"15.9395161";"80400000";"00:01";"5.62352851";"00:15";"62.32743336";"8.02229694";"720";;;;;;;;
"12/08/2015 02:00";"9.35823046";"80400000";"01:55";"3.28039163";"01:00";"17.8078422";"2.69965796";"720";;;;;;;;
"12/08/2015 03:00";;;;;;;;;;;;;;;;
"12/08/2015 04:00";"7.12053274";"80400000";"03:07";"2.57745057";"03:55";"11.48137262";"1.4762877";"720";;;;;;;;
"12/08/2015 05:00";"12.44401109";"80400000";"04:00";"6.56078518";"04:59";"19.91665392";"2.58276402";"720";;;;;;;;
"12/08/2015 06:00";"30.31204496";"80400000";"05:09";"9.37254943";"05:49";"73.34019008";"11.30333674";"720";;;;;;;;
"12/08/2015 07:00";"33.9416328";"80400000";"06:40";"23.1970532";"06:08";"44.5195816";"6.0293161";"720";;;;;;;;
"12/08/2015 08:00";"32.17582432";"80400000";"07:52";"15.23039163";"07:30";"86.69604544";"9.81510669";"720";;;;;;;;
"12/08/2015 09:00";"19.89323192";"80400000";"08:34";"11.24705894";"08:17";"43.113688";"6.0109781";"720";;;;;;;;
"12/08/2015 10:00";"29.13136584";"80400000";"09:01";"11.71568631";"09:59";"58.8127376";"9.35898379";"720";;;;;;;;
"12/08/2015 11:00";"29.46135792";"80400000";"10:33";"8.66960837";"10:41";"73.34019008";"11.43205641";"720";;;;;;;;
"12/08/2015 12:00";"31.94965384";"80400000";"11:52";"7.02941255";"11:11";"162.37939152";"27.28200296";"720";;;;;;;;
"12/08/2015 13:00";"32.66885264";"80400000";"12:20";"0.0";"12:29";"269.9292768";"43.81256224";"720";;;;;;;;
"12/08/2015 14:00";"14.05589401";"80400000";"13:23";"4.68627376";"13:54";"44.28528512";"7.43256922";"720";;;;;;;;
"12/08/2015 15:00";"13.18275053";"80400000";"14:24";"2.81176426";"14:00";"43.81665392";"7.4362613";"720";;;;;;;;
"12/08/2015 16:00";"13.92734642";"80400000";"15:18";"5.38921482";"15:40";"37.49019008";"7.65052002";"720";;;;;;;;
"12/08/2015 17:00";"18.12709649";"80400000";"16:38";"5.8578422";"16:38";"105.6754752";"12.53002432";"720";;;;;;;;
"12/08/2015 18:00";"16.99034939";"80400000";"17:45";"11.01274525";"17:05";"40.53625464";"4.1010641";"720";;;;;;;;
"12/08/2015 19:00";"18.00505735";"80400000";"18:16";"11.01274525";"18:05";"24.60292768";"3.0837692";"720";;;;;;;;
"12/08/2015 20:00";"22.76878432";"80400000";"19:00";"14.52745057";"19:35";"34.4441064";"3.73020684";"720";;;;;;;;
"12/08/2015 21:00";"22.42999704";"80400000";"20:49";"11.01274525";"20:58";"60.21861208";"7.97647395";"720";;;;;;;;
"12/08/2015 22:00";"15.54736682";"80400000";"21:16";"4.92058745";"21:00";"32.80391632";"6.85392919";"720";;;;;;;;
"12/08/2015 23:00";"9.61857794";"80400000";"22:26";"2.81176426";"22:49";"19.21372624";"3.73412262";"720";;;;;;;;
"13/08/2015 00:00";"10.6186419";"80400000";"23:50";"0.93725475";"23:27";"26.24313688";"6.59122422";"720";;;;;;;;
"13/08/2015 01:00";"4.24750991";"80400000";"00:46";"0.0";"00:04";"11.71568631";"2.85412653";"714";;;;;;;;
"13/08/2015 02:00";"1.73489718";"80400000";"01:54";"0.0";"01:06";"6.79509695";"1.45595932";"720";;;;;;;;
"13/08/2015 03:00";;;;;;;;;;;;;;;;
"13/08/2015 04:00";"2.35289955";"80400000";"03:47";"0.0";"03:55";"8.43529468";"2.34135872";"720";;;;;;;;
"13/08/2015 05:00";"9.58277957";"80400000";"04:22";"1.17156844";"04:59";"51.78332696";"6.4550879";"720";;;;;;;;
"13/08/2015 06:00";"29.5433636";"80400000";"05:04";"11.01274525";"05:37";"67.01370712";"11.79121796";"720";;;;;;;;
"13/08/2015 07:00";"25.52196872";"80400000";"06:58";"7.7323517";"06:21";"50.14313688";"9.64092349";"720";;;;;;;;
"13/08/2015 08:00";"14.66511074";"80400000";"07:32";"0.0";"08:00";"119.96861208";"14.5958734";"720";;;;;;;;
"13/08/2015 09:00";"15.53337289";"80400000";"08:29";"0.0";"08:00";"119.5";"9.61548242";"720";;;;;;;;
"13/08/2015 10:00";"14.30940991";"80400000";"09:55";"7.49803993";"09:00";"35.6156844";"4.5867599";"720";;;;;;;;
"13/08/2015 11:00";"12.55856474";"80400000";"10:32";"7.26372624";"10:51";"49.90882128";"5.19485811";"720";;;;;;;;
"13/08/2015 12:00";"9.65893262";"80400000";"11:27";"5.38921482";"11:10";"14.05882319";"1.59384894";"720";;;;;;;;
"13/08/2015 13:00";"8.39851927";"80400000";"12:59";"2.57745057";"12:05";"34.4441064";"4.63184868";"720";;;;;;;;
"13/08/2015 14:00";"4.96972967";"80400000";"13:15";"0.93725475";"13:38";"26.47745248";"3.21416378";"720";;;;;;;;
"13/08/2015 15:00";"5.61311576";"80400000";"14:03";"2.10882319";"14:59";"9.60686312";"1.28809146";"720";;;;;;;;
"13/08/2015 16:00";"18.18307029";"80400000";"15:28";"3.04607794";"15:49";"180.89019008";"28.55700104";"720";;;;;;;;
"13/08/2015 17:00";"20.851316";"80400000";"16:19";"10.0754905";"16:38";"28.35195816";"4.04536754";"720";;;;;;;;
"13/08/2015 18:00";"27.10749472";"80400000";"17:29";"13.8245095";"17:33";"73.10587448";"9.49829402";"720";;;;;;;;
"13/08/2015 19:00";"36.2834504";"80400000";"18:58";"12.88725475";"18:59";"108.48722416";"14.50891182";"720";;;;;;;;
"13/08/2015 20:00";"15.97791671";"80400000";"19:43";"8.66960837";"19:00";"55.76665392";"5.90065188";"720";;;;;;;;
"13/08/2015 21:00";"11.24901109";"80400000";"20:07";"5.15490305";"20:52";"18.74509886";"2.95013952";"720";;;;;;;;
"13/08/2015 22:00";"16.59689803";"80400000";"21:56";"9.37254943";"21:39";"23.6656844";"2.75475606";"720";;;;;;;;
"13/08/2015 23:00";"23.56283792";"80400000";"22:28";"12.88725475";"22:21";"34.9127376";"4.88193637";"720";;;;;;;;
"14/08/2015 00:00";"20.91965088";"80400000";"23:38";"11.01274525";"23:23";"55.29802272";"5.51745266";"720";;;;;;;;
"14/08/2015 01:00";"23.8824096";"80400000";"00:17";"15.9333327";"00:29";"32.1009504";"3.90411854";"720";;;;;;;;
"14/08/2015 02:00";"19.96416712";"80400000";"01:59";"9.84117681";"01:07";"31.6323192";"5.41547232";"720";;;;;;;;
"14/08/2015 03:00";;;;;;;;;;;;;;;;
"14/08/2015 04:00";"6.06905128";"80400000";"03:04";"0.0";"03:55";"13.12156844";"3.19141098";"720";;;;;;;;
"14/08/2015 05:00";"15.86369001";"80400000";"04:00";"7.9666673";"04:23";"24.36861208";"3.48137725";"720";;;;;;;;
"14/08/2015 06:00";"35.78554648";"80400000";"05:27";"17.8078422";"05:49";"82.9470532";"15.65552483";"720";;;;;;;;
"14/08/2015 07:00";"23.4902584";"80400000";"06:56";"4.92058745";"06:00";"54.36077944";"11.76907126";"720";;;;;;;;
"14/08/2015 08:00";"18.91758038";"80400000";"07:19";"4.68627376";"07:21";"50.84606456";"6.1969679";"720";;;;;;;;
"14/08/2015 09:00";"30.67914896";"80400000";"08:22";"14.52745057";"08:25";"111.76762344";"12.57260265";"720";;;;;;;;
"14/08/2015 10:00";"30.9678036";"80400000";"09:24";"17.8078422";"09:47";"86.22743336";"10.88719377";"720";;;;;;;;
"14/08/2015 11:00";"25.37193408";"80400000";"10:15";"10.77843156";"10:18";"53.65783264";"8.1336633";"720";;;;;;;;
"14/08/2015 12:00";"25.61894536";"80400000";"11:50";"0.0";"11:51";"96.30292768";"10.32918613";"720";;;;;;;;
"14/08/2015 13:00";"10.39279072";"80400000";"12:52";"3.28039163";"12:10";"20.15096952";"4.24247562";"720";;;;;;;;
"14/08/2015 14:00";"10.09729494";"80400000";"13:30";"5.62352851";"13:06";"28.35195816";"3.00731597";"720";;;;;;;;
"14/08/2015 15:00";"11.40294238";"80400000";"14:10";"6.56078518";"14:41";"15.9333327";"1.83820636";"720";;;;;;;;
"14/08/2015 16:00";"16.39512658";"80400000";"15:00";"8.66960837";"15:54";"25.77450568";"3.8011994";"720";;;;;;;;
"14/08/2015 17:00";"22.81075272";"80400000";"16:21";"0.70294106";"16:00";"51.54899224";"5.82295967";"720";;;;;;;;
"14/08/2015 18:00";"29.96220632";"80400000";"17:00";"18.97941255";"17:41";"51.08036104";"5.68941412";"720";;;;;;;;
"14/08/2015 19:00";"35.1438028";"80400000";"19:00";"22.9627376";"18:18";"52.25195816";"5.08802511";"720";;;;;;;;
"14/08/2015 20:00";"21.5705148";"80400000";"19:59";"5.8578422";"19:32";"31.6323192";"6.31442971";"720";;;;;;;;
"14/08/2015 21:00";"10.66550502";"80400000";"20:03";"3.9833327";"20:48";"18.74509886";"2.83582104";"720";;;;;;;;
"14/08/2015 22:00";"10.47935461";"80400000";"21:10";"4.92058745";"21:20";"38.89606456";"5.4513988";"720";;;;;;;;
"14/08/2015 23:00";"4.60101003";"80400000";"22:29";"0.46862738";"22:02";"11.71568631";"2.48184483";"720";;;;;;;;
"15/08/2015 00:00";"6.94968024";"80400000";"23:55";"2.57745057";"23:46";"15.69901901";"2.79903798";"720";;;;;;;;
"15/08/2015 01:00";"8.51404996";"80400000";"00:07";"3.9833327";"00:12";"13.8245095";"2.13135038";"720";;;;;;;;
"15/08/2015 02:00";"12.64545558";"80400000";"01:51";"5.38921482";"01:18";"24.83724328";"4.94634018";"720";;;;;;;;
"15/08/2015 03:00";;;;;;;;;;;;;;;;
"15/08/2015 04:00";"5.86727983";"80400000";"03:09";"1.17156844";"03:57";"11.95";"2.08898428";"720";;;;;;;;
"15/08/2015 05:00";"11.28220532";"80400000";"04:05";"0.23431369";"04:44";"20.38528512";"4.3289917";"720";;;;;;;;
"15/08/2015 06:00";"22.02874472";"80400000";"05:10";"8.66960837";"05:36";"63.26469576";"8.51831372";"720";;;;;;;;
"15/08/2015 07:00";"19.21697664";"80400000";"06:32";"6.79509695";"06:43";"35.1470532";"6.25972548";"720";;;;;;;;
"15/08/2015 08:00";"10.7113911";"80400000";"07:31";"4.92058745";"07:37";"46.3941064";"5.09721992";"720";;;;;;;;
"15/08/2015 09:00";"12.49868473";"80400000";"08:27";"6.32647149";"08:42";"19.68233832";"2.81379862";"720";;;;;;;;
"15/08/2015 10:00";"14.02074762";"80400000";"09:27";"5.15490305";"09:30";"28.82057024";"3.87228565";"720";;;;;;;;
"15/08/2015 11:00";"13.34091308";"80400000";"10:07";"0.0";"10:56";"33.9754752";"3.45742945";"720";;;;;;;;
"15/08/2015 12:00";"9.49849287";"80400000";"11:57";"0.0";"11:00";"18.74509886";"3.34604398";"720";;;;;;;;
"15/08/2015 13:00";"3.22897413";"80400000";"12:36";"0.46862738";"12:08";"6.56078518";"1.37969346";"720";;;;;;;;
"15/08/2015 14:00";"0.24863266";"80400000";"13:59";"0.0";"13:12";"3.04607794";"0.48346832";"720";;;;;;;;
"15/08/2015 15:00";"1.07458798";"80400000";"14:54";"0.0";"14:57";"4.45196007";"0.96509921";"720";;;;;;;;
"15/08/2015 16:00";"2.00403412";"80400000";"15:34";"0.0";"15:42";"5.8578422";"1.52228851";"720";;;;;;;;
"15/08/2015 17:00";"3.71257055";"80400000";"16:19";"0.23431369";"16:26";"9.13823574";"1.49383604";"720";;;;;;;;
"15/08/2015 18:00";"6.25357266";"80400000";"17:54";"0.46862738";"17:23";"22.2597908";"2.71030015";"720";;;;;;;;
"15/08/2015 19:00";"7.01053729";"80400000";"18:25";"2.10882319";"18:59";"18.0421578";"2.95774737";"720";;;;;;;;
"15/08/2015 20:00";"15.87312764";"80400000";"19:11";"5.8578422";"19:23";"25.77450568";"4.32585602";"720";;;;;;;;
"15/08/2015 21:00";"12.35321403";"80400000";"20:59";"3.04607794";"20:42";"23.9";"4.6975603";"720";;;;;;;;
"15/08/2015 22:00";"13.59442707";"80400000";"21:00";"1.40588213";"21:41";"42.87941064";"7.33085847";"720";;;;;;;;
"15/08/2015 23:00";"13.68001584";"80400000";"22:57";"3.04607794";"22:32";"21.32254752";"3.92039157";"720";;;;;;;;
"16/08/2015 00:00";"10.02374604";"80400000";"23:23";"4.92058745";"23:09";"17.8078422";"2.86711092";"720";;;;;;;;
"16/08/2015 01:00";"6.15910266";"80400000";"00:59";"1.17156844";"00:03";"13.12156844";"3.06118466";"714";;;;;;;;
"16/08/2015 02:00";"1.64149789";"80400000";"01:57";"0.0";"01:05";"5.8578422";"1.20948531";"720";;;;;;;;
"16/08/2015 03:00";;;;;;;;;;;;;;;;
"16/08/2015 04:00";"0.8096842";"80400000";"03:59";"0.0";"03:29";"4.45196007";"0.98325556";"720";;;;;;;;
"16/08/2015 05:00";"0.57309141";"80400000";"04:58";"0.0";"04:09";"3.51470532";"0.73475866";"720";;;;;;;;
"16/08/2015 06:00";"4.50435652";"80400000";"05:29";"0.0";"05:53";"37.95882128";"5.22805617";"720";;;;;;;;
"16/08/2015 07:00";"14.33023733";"80400000";"06:08";"3.28039163";"06:54";"26.47745248";"5.42379908";"720";;;;;;;;
"16/08/2015 08:00";"12.5514043";"80400000";"07:53";"6.0921578";"07:00";"21.32254752";"3.04158092";"720";;;;;;;;
"16/08/2015 09:00";"11.47128491";"80400000";"08:14";"6.56078518";"08:32";"16.40196007";"1.81182458";"720";;;;;;;;
"16/08/2015 10:00";"14.27003227";"80400000";"09:40";"9.13823574";"09:31";"20.38528512";"2.10110445";"720";;;;;;;;
"16/08/2015 11:00";"14.40020506";"80400000";"10:50";"9.60686312";"10:12";"19.68233832";"1.91532497";"720";;;;;;;;
"16/08/2015 12:00";"11.13706158";"80400000";"11:59";"2.57745057";"11:00";"17.57352851";"2.70606316";"720";;;;;;;;
"16/08/2015 13:00";"3.9442801";"80400000";"12:42";"0.0";"12:02";"7.9666673";"1.13332462";"720";;;;;;;;
"16/08/2015 14:00";"2.23932293";"80400000";"13:56";"0.0";"13:12";"6.0921578";"0.92906948";"720";;;;;;;;
"16/08/2015 15:00";"3.20847175";"80400000";"14:14";"0.0";"14:23";"6.32647149";"0.94289898";"720";;;;;;;;
"16/08/2015 16:00";"4.54582206";"80400000";"15:14";"1.40588213";"15:52";"7.9666673";"0.94611496";"689";;;;;;;;
"16/08/2015 17:00";"8.08122096";"80400000";"16:05";"2.81176426";"16:40";"12.88725475";"2.16424825";"720";;;;;;;;
"16/08/2015 18:00";"10.71399525";"80400000";"17:13";"5.15490305";"17:51";"16.63627376";"2.07994434";"720";;;;;;;;
"16/08/2015 19:00";"15.51091836";"80400000";"18:07";"8.43529468";"18:45";"22.2597908";"3.2050225";"720";;;;;;;;
"16/08/2015 20:00";"17.24516546";"80400000";"19:59";"11.24705894";"19:10";"26.00882128";"3.08741347";"720";;;;;;;;
"16/08/2015 21:00";"13.15053142";"80400000";"20:58";"4.45196007";"20:36";"22.2597908";"4.02907156";"720";;;;;;;;
"16/08/2015 22:00";"7.71738266";"80400000";"21:41";"2.81176426";"21:28";"14.05882319";"2.40536483";"720";;;;;;;;
"16/08/2015 23:00";"6.92852587";"80400000";"22:54";"2.81176426";"22:04";"11.48137262";"1.90382429";"720";;;;;;;;
"17/08/2015 00:00";"4.54243209";"80400000";"23:45";"0.46862738";"23:18";"8.20098099";"1.69071277";"720";;;;;;;;
"17/08/2015 01:00";"2.83161655";"80400000";"00:58";"0.0";"00:01";"8.43529468";"1.61172422";"720";;;;;;;;
"17/08/2015 02:00";"0.85654732";"80400000";"01:58";"0.0";"01:09";"4.68627376";"1.13138967";"720";;;;;;;;
"17/08/2015 03:00";;;;;;;;;;;;;;;;
"17/08/2015 04:00";"0.94636734";"80400000";"03:59";"0.0";"03:55";"5.62352851";"1.14526888";"720";;;;;;;;
"17/08/2015 05:00";"4.11025317";"80400000";"04:14";"0.23431369";"04:59";"9.84117681";"2.02641026";"720";;;;;;;;
"17/08/2015 06:00";"9.79398865";"80400000";"05:18";"3.51470532";"05:55";"14.99607794";"2.33599556";"720";;;;;;;;
"17/08/2015 07:00";"15.92975343";"80400000";"06:01";"8.66960837";"06:52";"24.13429648";"2.86126785";"720";;;;;;;;
"17/08/2015 08:00";"13.74087289";"80400000";"07:47";"4.68627376";"07:16";"26.47745248";"4.64818481";"720";;;;;;;;
"17/08/2015 09:00";"13.30316255";"80400000";"08:07";"1.40588213";"08:13";"47.5656844";"7.03175093";"720";;;;;;;;
"17/08/2015 10:00";"24.4838292";"80400000";"09:28";"8.66960837";"09:38";"73.80882128";"14.30450181";"720";;;;;;;;
"17/08/2015 11:00";"19.9342252";"80400000";"10:59";"11.24705894";"10:07";"53.65783264";"6.03977665";"720";;;;;;;;
"17/08/2015 12:00";"18.47303465";"80400000";"11:04";"9.84117681";"11:06";"48.73724328";"6.53384127";"720";;;;;;;;
"17/08/2015 13:00";"11.44524921";"80400000";"12:43";"6.0921578";"12:23";"19.91665392";"2.52641164";"720";;;;;;;;
"17/08/2015 14:00";"7.09547598";"80400000";"13:26";"1.8745095";"13:03";"13.12156844";"2.72717738";"720";;;;;;;;
"17/08/2015 15:00";"9.39240173";"80400000";"14:48";"3.28039163";"14:57";"19.21372624";"2.71476276";"720";;;;;;;;
"17/08/2015 16:00";"16.27438952";"80400000";"15:57";"11.71568631";"15:57";"27.88332696";"2.33333023";"720";;;;;;;;
"17/08/2015 17:00";"19.51962712";"80400000";"16:12";"11.95";"16:42";"25.07155888";"2.82022486";"720";;;;;;;;
"17/08/2015 18:00";"21.54189216";"80400000";"17:01";"14.29313688";"17:25";"29.52351704";"2.9885669";"720";;;;;;;;
"17/08/2015 19:00";"27.32356984";"80400000";"18:53";"15.69901901";"18:29";"46.8627376";"5.81564245";"720";;;;;;;;
"17/08/2015 20:00";"23.84434168";"80400000";"19:59";"4.92058745";"19:34";"55.063688";"9.43249828";"720";;;;;;;;
"17/08/2015 21:00";"11.91127244";"80400000";"20:01";"4.68627376";"20:16";"22.0254752";"4.27863536";"720";;;;;;;;
"17/08/2015 22:00";"13.47238794";"80400000";"21:08";"4.92058745";"21:20";"26.94606456";"4.88899547";"720";;;;;;;;
"17/08/2015 23:00";"14.38230682";"80400000";"22:02";"3.9833327";"22:37";"21.32254752";"4.12601761";"720";;;;;;;;
"18/08/2015 00:00";"15.17571799";"80400000";"23:44";"8.90392206";"23:26";"24.13429648";"3.50602675";"720";;;;;;;;
"18/08/2015 01:00";"7.24712817";"80400000";"00:51";"0.23431369";"00:01";"20.85391632";"3.49212842";"720";;;;;;;;
"18/08/2015 02:00";"6.00526505";"80400000";"01:37";"2.10882319";"01:22";"11.71568631";"1.73059326";"720";;;;;;;;
"18/08/2015 03:00";;;;;;;;;;;;;;;;
"18/08/2015 04:00";"7.52212157";"80400000";"03:12";"2.81176426";"03:59";"14.29313688";"2.3320186";"720";;;;;;;;
"18/08/2015 05:00";"18.2429503";"80400000";"04:30";"8.43529468";"04:57";"29.05488584";"5.64307871";"720";;;;;;;;
"18/08/2015 06:00";"41.33422784";"80400000";"05:04";"23.9";"05:46";"62.32743336";"10.83008424";"720";;;;;;;;
"18/08/2015 07:00";"35.70484096";"80400000";"06:54";"12.41862738";"06:25";"58.3441064";"14.81457561";"720";;;;;;;;
"18/08/2015 08:00";"24.46950832";"80400000";"07:41";"9.84117681";"07:51";"71.9343156";"9.69102171";"720";;;;;;;;
"18/08/2015 09:00";"42.14619688";"80400000";"08:32";"0.0";"08:35";"229.627376";"44.90435248";"720";;;;;;;;
"18/08/2015 10:00";"26.58125496";"80400000";"09:28";"15.23039163";"09:16";"50.14313688";"6.10229714";"720";;;;;;;;
"18/08/2015 11:00";"30.67490432";"80400000";"11:00";"13.8245095";"10:15";"61.15587448";"8.64771214";"720";;;;;;;;
"18/08/2015 12:00";"18.90130735";"80400000";"11:34";"8.20098099";"11:41";"57.406844";"9.36922829";"720";;;;;;;;
"18/08/2015 13:00";"11.99035467";"80400000";"12:52";"3.74901901";"12:01";"102.62941064";"12.43906474";"720";;;;;;;;
"18/08/2015 14:00";"9.98567047";"80400000";"13:21";"2.10882319";"13:25";"52.25195816";"8.84197708";"720";;;;;;;;
"18/08/2015 15:00";"8.38582742";"80400000";"14:24";"2.57745057";"14:49";"16.87058745";"2.89579857";"720";;;;;;;;
"18/08/2015 16:00";"10.11161391";"80400000";"15:02";"4.68627376";"15:58";"19.91665392";"2.8647171";"720";;;;;;;;
"18/08/2015 17:00";"21.76089264";"80400000";"16:12";"9.60686312";"16:49";"59.75";"8.57405043";"720";;;;;;;;
"18/08/2015 18:00";"41.81555472";"80400000";"17:13";"14.99607794";"17:55";"78.02644472";"12.06950574";"720";;;;;;;;
"18/08/2015 19:00";"49.1915536";"80400000";"18:50";"33.27254752";"18:08";"94.1941064";"10.04423503";"720";;;;;;;;
"18/08/2015 20:00";"27.55951064";"80400000";"19:59";"12.18431369";"19:32";"53.42351704";"8.0775939";"720";;;;;;;;
"18/08/2015 21:00";"22.08795936";"80400000";"20:49";"8.43529468";"20:00";"56.4695816";"9.52761072";"720";;;;;;;;
"18/08/2015 22:00";"13.99536391";"80400000";"21:26";"7.02941255";"21:11";"22.728422";"3.68613333";"720";;;;;;;;
