"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Partinico";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"11/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11/09/2015 01:00";"2.56407566";"81400000";"00:05";"0.65257534";"00:48";"6.85203648";"0.99871637";"720";"13.75063556";"80400000";"00:57";"3.51470532";"00:30";"23.1970532";"4.09629748";"720";"0.21209245";"80400000";"00:56";"0.09369813";"00:18";"0.42781621";"0.05749363";"720";"47.8448481";"80400000";"00:08";"35.08540665";"00:53";"57.87804225";"4.80793803";"720";"1.07345774";"80400000";"00:36";"0.04209058";"00:06";"2.64578347";"0.97630271";"4";;;;;;;;
"11/09/2015 02:00";;;;;;;;;"6.31931105";"80400000";"01:58";"1.64019582";"01:28";"11.95";"1.92629794";"720";"0.15975554";"80400000";"01:56";"0.09369813";"01:45";"0.35518179";"0.04588138";"720";"53.64684675";"80400000";"01:24";"42.60699555";"02:00";"58.78975725";"2.311008";"720";"0.94766908";"80400000";"01:35";"0.47873444";"01:20";"1.6302032";"0.48362418";"4";;;;;;;;
"11/09/2015 03:00";"2.74761263";"80400000";"02:45";"0.65257534";"02:56";"6.19946114";"0.96696869";"720";;;;;;;;;"0.13721781";"81400000";"02:41";"0.05011771";"02:40";"0.35518179";"0.04471221";"720";"52.89880155";"80400000";"02:15";"36.9088167";"02:11";"69.95812635";"6.22163094";"720";"0.74783671";"80400000";"02:06";"0.29267531";"02:36";"1.65665944";"0.53946663";"4";;;;;;;;
"11/09/2015 04:00";"2.5763122";"80400000";"03:59";"0.32628716";"03:20";"6.52574932";"0.98046224";"720";"6.587796";"80400000";"03:18";"1.64019582";"03:05";"37.72450568";"4.4716097";"720";;;;;;;;;"49.54480755";"81400000";"03:38";"33.9458028";"03:11";"59.7014523";"5.35522239";"720";"1.07810034";"80400000";"03:21";"0.51643972";"03:06";"1.81994184";"0.48244344";"4";;;;;;;;
"11/09/2015 05:00";"2.36105195";"80400000";"04:32";"0.65257534";"04:52";"7.50461182";"1.00978439";"720";"20.844146";"80400000";"04:00";"4.21764638";"04:35";"52.01762344";"9.60935063";"720";"0.32445638";"80400000";"04:29";"0.13914734";"04:47";"0.99730848";"0.14204749";"720";;;;;;;;;"1.21024424";"80400000";"04:06";"0.77091041";"04:51";"1.65993316";"0.32229442";"4";;;;;;;;
"11/09/2015 06:00";"3.64173055";"80400000";"05:28";"1.30514966";"05:55";"7.50461182";"1.10471117";"720";"58.50813688";"80400000";"05:00";"27.88332696";"05:51";"85.75882128";"16.33606873";"720";"0.61386342";"80400000";"05:04";"0.27005328";"05:19";"1.40457022";"0.25214667";"720";"17.6539146";"80400000";"05:44";"3.47426457";"05:57";"60.63517215";"8.3675886";"720";"2.14579474";"80400000";"05:21";"1.52055433";"05:51";"3.48503933";"0.79716223";"4";;;;;;;;
