"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Termini";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"01/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"01/09/2015 01:00";;;;;;;;;"1.14388077";"80400000";"00:57";"0.16713174";"00:24";"2.02676206";"0.35580408";"720";"0.13620398";"80400000";"01:00";"0.0";"00:30";"0.58372552";"0.16421029";"720";"79.15770975";"80400000";"00:23";"70.680855";"00:58";"87.82506705";"3.65773076";"720";"0.17331002";"80400000";"00:33";"0.10130744";"00:03";"0.21397985";"0.04381948";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
"01/09/2015 02:00";"0.34835708";"80400000";"02:00";"0.0";"01:04";"1.69484982";"0.38560572";"720";"0.74934913";"80400000";"01:58";"0.0";"01:25";"2.02475829";"0.46505002";"720";"0.14188514";"80400000";"02:00";"0.0";"01:02";"0.39566";"0.10769194";"720";"72.6820794";"80400000";"01:57";"65.48565555";"01:00";"86.0067243";"3.87962264";"720";"0.14260984";"80400000";"01:18";"0.10416928";"01:32";"0.18887216";"0.0336749";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
"01/09/2015 03:00";"0.01196501";"80400000";"03:00";"0.0";"02:44";"0.39528349";"0.05328775";"720";;;;;;;;;"0.0631339";"81400000";"02:57";"0.0";"02:29";"0.38119315";"0.08583165";"720";"68.30223645";"80400000";"02:13";"54.31592985";"02:46";"78.21391515";"6.59123462";"720";"0.13515828";"80400000";"02:32";"0.0829455";"02:18";"0.19122753";"0.03967724";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
"01/09/2015 04:00";"0.01588452";"80400000";"04:00";"0.0";"03:59";"0.39528349";"0.06243261";"720";"4.33520762";"80400000";"03:18";"3.31708865";"03:51";"5.63525863";"0.38056257";"720";;;;;;;;;"69.99032565";"81400000";"03:10";"66.78444045";"03:32";"74.0577516";"1.47003171";"720";"0.1333704";"80400000";"03:47";"0.08095625";"03:18";"0.20361764";"0.04819258";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
"01/09/2015 05:00";"0.12602969";"80400000";"05:00";"0.0";"04:34";"1.04506818";"0.20947759";"720";"5.6145077";"80400000";"04:30";"4.2399881";"04:38";"7.47559496";"0.78042104";"720";"0.08283456";"80400000";"05:00";"0.0";"04:06";"0.41608482";"0.10639312";"720";;;;;;;;;"0.08680909";"80400000";"04:48";"0.06536462";"04:32";"0.14243492";"0.03217585";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
"01/09/2015 06:00";"0.17657764";"80400000";"06:00";"0.0";"05:29";"1.36995799";"0.2674171";"720";"8.98045942";"80400000";"05:02";"4.70416817";"05:53";"19.4623436";"3.76275482";"720";"0.1122121";"80400000";"06:00";"0.0";"05:32";"0.44503019";"0.1244504";"720";"68.36559765";"80400000";"05:50";"34.70699505";"05:19";"79.35629205";"9.4945661";"720";"0.11065062";"80400000";"05:02";"0.07925684";"05:32";"0.15007462";"0.02755358";"4";"15.89999962";"80000000";"04:11";"15.89999962";"04:11";"15.89999962";"0.0";"1"
