"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Termini";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"12/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"12/09/2015 01:00";;;;;;;;;"0.96452178";"80400000";"00:09";"0.15691975";"00:52";"1.78565695";"0.27541978";"720";"0.1571287";"80400000";"00:59";"0.0";"00:21";"0.58577653";"0.17010869";"720";"68.17667115";"80400000";"00:44";"53.9007105";"00:08";"77.15975715";"5.74389428";"720";"0.12436791";"80400000";"00:47";"0.09375215";"00:33";"0.18680968";"0.03695168";"4";"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
"12/09/2015 02:00";"0.03474581";"80400000";"02:00";"0.0";"01:06";"0.83537702";"0.10697111";"718";"0.66197073";"80400000";"01:46";"0.0";"01:01";"1.54856704";"0.28044069";"718";"0.17697419";"80400000";"01:49";"0.0";"01:54";"0.68677232";"0.1968372";"718";"69.53921625";"80400000";"01:47";"53.3838459";"01:15";"78.4519386";"5.36760137";"718";;;;;;;;;"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
"12/09/2015 03:00";"0.04909364";"80400000";"02:59";"0.0";"02:18";"0.83537702";"0.13139437";"720";;;;;;;;;"0.2104479";"81400000";"02:48";"0.0";"02:05";"0.57134822";"0.17255448";"720";"64.2007359";"80400000";"02:51";"56.2266012";"02:14";"74.3169819";"4.27838124";"720";;;;;;;;;"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
"12/09/2015 04:00";"0.01740494";"80400000";"04:00";"0.0";"03:47";"0.50777691";"0.06841868";"720";"0.49497665";"80400000";"03:48";"0.0";"03:54";"1.40549208";"0.28382875";"720";;;;;;;;;"64.6974909";"81400000";"03:59";"50.0241861";"03:05";"74.0585496";"4.79597003";"720";"0.11086826";"80400000";"03:33";"0.0748634";"03:03";"0.16210166";"0.0357028";"4";"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
"12/09/2015 05:00";"0.01769987";"80400000";"05:00";"0.0";"04:04";"0.83537702";"0.06921702";"720";"1.14693806";"80400000";"04:02";"0.01364594";"04:48";"2.10141419";"0.42030158";"720";"0.05293843";"80400000";"04:58";"0.0";"04:35";"0.44296867";"0.09169034";"720";;;;;;;;;"0.09074386";"80400000";"04:48";"0.05986571";"04:02";"0.15058414";"0.03554415";"4";"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
"12/09/2015 06:00";"0.0103734";"80400000";"06:00";"0.0";"05:05";"0.50777691";"0.04954417";"720";"2.0396891";"80400000";"05:52";"0.93635802";"05:59";"3.71116141";"0.4705757";"720";"0.09380558";"80400000";"05:55";"0.0";"05:25";"0.55877704";"0.12846832";"720";"54.72717915";"80400000";"05:17";"39.098409";"05:57";"65.83310475";"6.27656526";"720";"0.15321207";"80400000";"05:02";"0.12940308";"05:33";"0.19370291";"0.02597011";"4";"12.69999981";"80000000";"04:10";"12.69999981";"04:10";"12.69999981";"0.0";"1"
