"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Termini";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"10/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"10/09/2015 01:00";;;;;;;;;"0.05300829";"80400000";"01:00";"0.0";"00:01";"1.25231029";"0.21366026";"720";"0.11118192";"80400000";"00:58";"0.0";"00:23";"0.58305392";"0.12959544";"720";"82.0087044";"80400000";"00:21";"64.87686135";"00:57";"100.4174073";"9.21625761";"720";"0.09442337";"80400000";"00:03";"0.06046574";"00:33";"0.141961";"0.02961301";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
"10/09/2015 02:00";"3.72963088";"80400000";"01:33";"0.0";"01:58";"6.61745628";"2.42813327";"720";"0.04034511";"80400000";"02:00";"0.0";"01:44";"0.79782215";"0.12482874";"720";"0.11536803";"80400000";"01:57";"0.0";"01:11";"0.49639066";"0.10791152";"720";"86.8257117";"80400000";"01:30";"66.71968275";"01:06";"101.4704481";"8.29597608";"720";"0.08836306";"80400000";"01:32";"0.06704166";"01:47";"0.12232985";"0.02158074";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
"10/09/2015 03:00";"3.68487881";"80400000";"02:38";"0.0";"02:06";"6.93458739";"2.42780376";"720";;;;;;;;;"0.12725243";"81400000";"03:00";"0.0";"02:18";"0.74193696";"0.1718747";"720";"73.8256134";"80400000";"02:32";"42.23620485";"02:13";"98.0480256";"13.08830922";"720";"0.1172723";"80400000";"02:47";"0.07942567";"02:32";"0.13820725";"0.02405612";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
"10/09/2015 04:00";"3.01817124";"80400000";"03:21";"0.0";"03:57";"5.98319711";"2.00658677";"720";"0.0";"80400000";"04:00";"0.0";"04:00";"0.0";"0.0";"720";;;;;;;;;"78.62871555";"81400000";"03:13";"39.86682315";"03:43";"98.83782615";"16.94526467";"720";"0.14683039";"80400000";"03:47";"0.11161473";"03:33";"0.17339138";"0.02355677";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
"10/09/2015 05:00";"3.46444508";"80400000";"04:43";"0.0";"04:54";"6.30032517";"2.20608555";"720";"0.00014914";"80400000";"05:00";"0.0";"04:59";"0.05341363";"0.00281064";"720";"0.24385971";"80400000";"04:48";"0.0";"04:26";"0.74704229";"0.18521677";"720";;;;;;;;;"0.07835477";"80400000";"04:18";"0.06080948";"04:47";"0.12140539";"0.02499074";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
"10/09/2015 06:00";"3.60486227";"80400000";"05:50";"0.0";"05:26";"6.30032517";"2.32856897";"720";"0.08043019";"80400000";"05:58";"0.0";"05:59";"0.97948127";"0.15065795";"720";"0.30255171";"80400000";"05:51";"0.0";"05:06";"0.90213867";"0.25523954";"720";"75.9581088";"80400000";"05:41";"51.61561755";"05:14";"88.6066083";"10.21354016";"720";"0.11359687";"80400000";"05:03";"0.07217446";"05:33";"0.15800417";"0.03492785";"4";"16.2999897";"80000000";"04:10";"16.2999897";"04:10";"16.2999897";"0.0";"1"
