"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Termini";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"11/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11/09/2015 01:00";;;;;;;;;"0.40455052";"80400000";"00:57";"0.0";"00:11";"2.11574081";"0.48725026";"720";"0.28797858";"80400000";"00:44";"0.0";"00:12";"0.98673574";"0.24251534";"720";"71.11662285";"80400000";"00:41";"58.4853801";"00:25";"79.3588656";"4.48916097";"720";"0.16676664";"80400000";"00:33";"0.11081639";"00:17";"0.24858633";"0.05337114";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
"11/09/2015 02:00";"0.06846851";"80400000";"01:59";"0.0";"01:00";"1.27070489";"0.18208877";"720";"0.24422358";"80400000";"01:59";"0.0";"01:51";"1.19742824";"0.22695822";"720";"0.33245602";"80400000";"01:32";"0.0";"01:58";"0.8034415";"0.2110868";"720";"65.41531185";"80400000";"01:28";"45.0100728";"01:09";"82.52949915";"7.5128129";"720";"0.13574204";"80400000";"01:18";"0.11393756";"01:47";"0.15982053";"0.01629234";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
"11/09/2015 03:00";"0.01977455";"80400000";"03:00";"0.0";"02:51";"0.61906214";"0.08251328";"720";;;;;;;;;"0.41523685";"81400000";"02:57";"0.0";"02:49";"1.17002998";"0.21905373";"720";"62.48832765";"80400000";"02:22";"51.8798553";"02:52";"70.63953855";"4.60213583";"720";"0.18806161";"80400000";"02:33";"0.11225646";"02:47";"0.24833004";"0.04885465";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
"11/09/2015 04:00";"0.0065149";"80400000";"04:00";"0.0";"03:34";"0.29324076";"0.04322555";"720";"1.16707906";"80400000";"03:25";"0.38128913";"03:17";"2.4696673";"0.39937474";"720";;;;;;;;;"53.92718415";"81400000";"03:07";"46.5954195";"03:36";"65.8835583";"4.46125691";"720";"0.17143772";"80400000";"03:18";"0.10228783";"03:02";"0.25225465";"0.05356844";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
"11/09/2015 05:00";"0.00909503";"80400000";"05:00";"0.0";"04:22";"0.61906214";"0.05852428";"720";"1.47261475";"80400000";"04:15";"0.0";"04:49";"2.7013061";"0.54783198";"720";"0.1711996";"80400000";"04:56";"0.0";"04:57";"0.73005723";"0.18802698";"720";;;;;;;;;"0.14272375";"80400000";"04:33";"0.1152383";"04:18";"0.16856978";"0.02129801";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
"11/09/2015 06:00";"0.01565773";"80400000";"06:00";"0.0";"05:44";"0.61906214";"0.07393793";"720";"3.76291734";"80400000";"05:12";"1.54129762";"05:58";"5.71260094";"1.13240112";"720";"0.10545638";"80400000";"06:00";"0.0";"05:48";"0.68677232";"0.14329608";"720";"58.9688883";"80400000";"05:46";"40.4621511";"05:21";"75.35073105";"8.57080728";"720";"0.14822877";"80400000";"05:33";"0.11467997";"05:47";"0.22678795";"0.04585755";"4";"14.10000038";"80000000";"04:10";"14.10000038";"04:10";"14.10000038";"0.0";"1"
