"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Termini";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"31/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"31/08/2015 01:00";;;;;;;;;"0.8061795";"80400000";"00:51";"0.0";"00:39";"1.97456446";"0.43962807";"720";"0.13710685";"80400000";"00:51";"0.0";"00:24";"0.49633109";"0.12306282";"720";"84.30600675";"80400000";"00:22";"79.38422205";"00:27";"90.4838634";"2.2249836";"720";"0.19833941";"80400000";"00:03";"0.13948562";"00:48";"0.27365741";"0.05388676";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
"31/08/2015 02:00";"0.13185812";"80400000";"02:00";"0.0";"01:39";"1.22659251";"0.26509529";"720";"0.13923184";"80400000";"01:59";"0.0";"01:56";"1.05163442";"0.22977651";"720";"0.06371907";"80400000";"01:59";"0.0";"01:38";"0.26714496";"0.07738467";"720";"72.3269295";"80400000";"01:16";"62.4705522";"01:00";"80.7056103";"4.37402952";"720";"0.16440415";"80400000";"01:47";"0.1079159";"01:03";"0.22297928";"0.05315656";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
"31/08/2015 03:00";"0.06007928";"80400000";"03:00";"0.0";"02:57";"0.89950091";"0.14379363";"720";;;;;;;;;"0.10812994";"81400000";"02:57";"0.0";"02:38";"0.53930298";"0.11827986";"720";"80.3756373";"80400000";"02:00";"72.77730075";"02:37";"85.1983104";"3.03286085";"720";"0.14074772";"80400000";"02:47";"0.06858343";"02:33";"0.19525383";"0.04744407";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
"31/08/2015 04:00";"0.36286763";"80400000";"03:59";"0.0";"03:52";"1.55368412";"0.37575913";"720";"0.75535663";"80400000";"03:17";"0.0";"03:43";"1.56185353";"0.33164405";"720";;;;;;;;;"78.73309395";"81400000";"03:40";"72.77730075";"03:55";"82.5555339";"1.91626334";"720";"0.09410911";"80400000";"03:18";"0.05716964";"03:03";"0.12819285";"0.02549619";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
"31/08/2015 05:00";"0.60432479";"80400000";"04:59";"0.0";"04:53";"1.88077573";"0.42738306";"720";"1.22838543";"80400000";"04:00";"0.0";"04:19";"2.02475829";"0.32366145";"720";"0.09970165";"80400000";"04:59";"0.0";"04:34";"0.56925867";"0.13633013";"720";;;;;;;;;"0.11090385";"80400000";"04:02";"0.09286634";"04:48";"0.1285427";"0.0174924";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
"31/08/2015 06:00";"0.91392603";"80400000";"05:32";"0.0";"05:46";"2.20786734";"0.47003096";"720";"2.96364398";"80400000";"05:07";"0.39858317";"05:58";"5.49453734";"1.18586064";"720";"0.09486146";"80400000";"05:58";"0.0";"05:18";"0.46799307";"0.10974411";"720";"68.8780533";"80400000";"05:55";"62.368488";"05:01";"76.13580345";"2.8072443";"720";"0.13108927";"80400000";"05:03";"0.11417045";"05:18";"0.15446705";"0.01482278";"4";"15.80000019";"80000000";"04:11";"15.80000019";"04:11";"15.80000019";"0.0";"1"
