"NetC";"ARPA Sicilia";;;;;;;
"Stat";"GELA exAutoparco";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"4";"4";"4";"4";"4";"4";"4";"4"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"10/09/2015 00:00";;;;;;;;
"10/09/2015 01:00";;;;;;;;
"10/09/2015 02:00";;;;;;;;
"10/09/2015 03:00";;;;;;;;
"10/09/2015 04:00";;;;;;;;
"10/09/2015 05:00";;;;;;;;
"10/09/2015 06:00";;;;;;;;
"10/09/2015 07:00";;;;;;;;
"10/09/2015 08:00";;;;;;;;
"10/09/2015 09:00";;;;;;;;
"10/09/2015 10:00";;;;;;;;
"10/09/2015 11:00";;;;;;;;
"10/09/2015 12:00";;;;;;;;
"10/09/2015 13:00";"0.02793902";"80410000";"12:24";"0.0";"12:54";"0.04513344";"0.01992913";"3"
"10/09/2015 14:00";"0.02724848";"80400000";"13:39";"0.02146684";"13:09";"0.03647165";"0.0056291";"4"
"10/09/2015 15:00";"0.04947807";"80400000";"14:09";"0.01157244";"14:39";"0.09311245";"0.03002896";"4"
"10/09/2015 16:00";"0.13561492";"80400000";"15:54";"0.08798372";"15:39";"0.22065646";"0.05066796";"4"
"10/09/2015 17:00";"0.08866816";"80400000";"16:54";"0.05766288";"16:09";"0.13074552";"0.02984387";"4"
"10/09/2015 18:00";"0.06824273";"80400000";"17:24";"0.04621757";"17:54";"0.11061197";"0.02496735";"4"
"10/09/2015 19:00";"0.51838219";"80400000";"18:24";"0.11966022";"18:39";"0.99962862";"0.3184766";"4"
"10/09/2015 20:00";"0.22905281";"80400000";"19:54";"0.09191849";"19:09";"0.37287898";"0.12137285";"4"
"10/09/2015 21:00";"0.26274398";"80400000";"20:24";"0.15659563";"20:39";"0.38345782";"0.092487";"4"
"10/09/2015 22:00";"0.17878657";"80400000";"21:24";"0.10675449";"21:54";"0.2731062";"0.06266551";"4"
"10/09/2015 23:00";"0.19590268";"80400000";"22:39";"0.12625547";"22:09";"0.26925177";"0.05317893";"4"
"11/09/2015 00:00";"0.11157202";"80400000";"23:39";"0.09956532";"23:09";"0.1232126";"0.00851636";"4"
"11/09/2015 01:00";"0.07667773";"80400000";"00:39";"0.05438916";"00:24";"0.10217392";"0.01805785";"4"
"11/09/2015 02:00";"0.10597649";"80400000";"01:39";"0.06118577";"01:24";"0.18048597";"0.04592162";"4"
"11/09/2015 03:00";"0.11620547";"80400000";"02:39";"0.02466937";"02:09";"0.30678415";"0.11397621";"4"
"11/09/2015 04:00";"0.0457172";"80400000";"03:54";"0.02591214";"03:39";"0.06482256";"0.01674694";"4"
"11/09/2015 05:00";"0.07402641";"80400000";"04:09";"0.04399847";"04:54";"0.10044095";"0.02177804";"4"
"11/09/2015 06:00";"0.05701099";"80400000";"05:39";"0.03212093";"05:24";"0.07899751";"0.0172951";"4"
"11/09/2015 07:00";"0.14728804";"80400000";"06:39";"0.09124117";"06:54";"0.22809886";"0.05291044";"4"
"11/09/2015 08:00";"0.10684907";"80400000";"07:24";"0.05544989";"07:54";"0.13705601";"0.0309107";"4"
"11/09/2015 09:00";"0.10508661";"80400000";"08:09";"0.09465321";"08:24";"0.12534118";"0.01206874";"4"
"11/09/2015 10:00";"0.08037554";"80400000";"09:39";"0.03399323";"09:09";"0.1332148";"0.03664963";"4"
"11/09/2015 11:00";"0.08677044";"80400000";"10:24";"0.03676964";"10:54";"0.18525164";"0.05846733";"4"
"11/09/2015 12:00";"0.1909265";"80400000";"11:39";"0.10646261";"11:09";"0.27726166";"0.08409065";"4"
"11/09/2015 13:00";"0.13470063";"80400000";"12:39";"0.05169309";"12:09";"0.22773173";"0.06350555";"4"
"11/09/2015 14:00";"0.14817995";"80400000";"13:02";"0.11331414";"13:09";"0.20110667";"0.02906179";"5"
"11/09/2015 15:00";"0.21805395";"80400000";"14:24";"0.1704848";"14:09";"0.26776288";"0.04615858";"4"
"11/09/2015 16:00";"0.26891107";"80400000";"15:09";"0.21005118";"15:54";"0.38670205";"0.07182054";"4"
"11/09/2015 17:00";"0.30340975";"80400000";"16:09";"0.15716311";"16:54";"0.39528959";"0.09919513";"4"
"11/09/2015 18:00";"0.40197027";"80400000";"17:24";"0.34901711";"17:54";"0.52552356";"0.07212564";"4"
"11/09/2015 19:00";"0.36647188";"80400000";"18:39";"0.22328133";"18:24";"0.50191493";"0.09867646";"4"
"11/09/2015 20:00";"0.13694515";"80400000";"19:24";"0.06454391";"19:09";"0.31732129";"0.10442251";"4"
"11/09/2015 21:00";"0.20413021";"80400000";"20:54";"0.1334843";"20:39";"0.26385048";"0.06006707";"4"
"11/09/2015 22:00";"0.14791757";"80400000";"21:24";"0.07786457";"21:09";"0.21918384";"0.05650757";"4"
"11/09/2015 23:00";"0.09663941";"80400000";"22:09";"0.05853242";"22:24";"0.12313429";"0.02751087";"4"
"12/09/2015 00:00";"0.08260481";"80400000";"23:24";"0.06917024";"23:39";"0.10576495";"0.01383018";"4"
