"NetC";"ARPA Sicilia";;;;;;;
"Stat";"GELA exAutoparco";;;;;;;
"Parm";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"4";"4";"4";"4";"4";"4";"4";"4"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"30/08/2015 00:00";;;;;;;;
"30/08/2015 01:00";"0.36574473";"80400000";"00:34";"0.18532384";"00:04";"0.55101975";"0.17369241";"4"
"30/08/2015 02:00";"0.43989827";"80400000";"01:19";"0.24565025";"01:34";"0.53251442";"0.11446335";"4"
"30/08/2015 03:00";"0.41393426";"80400000";"02:34";"0.25608975";"02:49";"0.61927164";"0.15253373";"4"
"30/08/2015 04:00";"0.43835039";"80400000";"03:49";"0.2765223";"03:34";"0.6894243";"0.17038716";"4"
"30/08/2015 05:00";"0.39202299";"80400000";"04:04";"0.27618466";"04:34";"0.48368825";"0.08911869";"4"
"30/08/2015 06:00";"0.51030721";"80400000";"05:19";"0.20617438";"05:49";"0.71619276";"0.21007355";"4"
"30/08/2015 07:00";"0.31863525";"80400000";"06:19";"0.21049561";"06:34";"0.4267332";"0.07759913";"4"
"30/08/2015 08:00";"0.34522777";"80400000";"07:49";"0.24122426";"07:34";"0.48730572";"0.10050604";"5"
"30/08/2015 09:00";"0.26611127";"80400000";"08:34";"0.1132816";"08:04";"0.3571704";"0.09176594";"4"
"30/08/2015 10:00";"0.44751865";"80400000";"09:34";"0.23759459";"09:49";"0.60025679";"0.1325273";"4"
"30/08/2015 11:00";"0.71210238";"80400000";"10:34";"0.62893009";"10:19";"0.7822225";"0.05655639";"4"
"30/08/2015 12:00";"0.62992878";"80400000";"11:49";"0.36657562";"11:04";"0.74400262";"0.15451586";"4"
"30/08/2015 13:00";"0.43744221";"80400000";"12:49";"0.30021738";"12:04";"0.60698526";"0.12130471";"4"
"30/08/2015 14:00";"0.32901679";"80400000";"13:04";"0.27648264";"13:19";"0.42992556";"0.06143595";"4"
"30/08/2015 15:00";"0.34905372";"80400000";"14:19";"0.15397075";"14:04";"0.4997894";"0.14252238";"4"
"30/08/2015 16:00";"0.19864146";"80400000";"15:04";"0.15540167";"15:19";"0.21855737";"0.02578807";"4"
"30/08/2015 17:00";"0.32583053";"80400000";"16:04";"0.21253876";"16:34";"0.45027268";"0.10870815";"4"
"30/08/2015 18:00";"0.21364831";"80400000";"17:04";"0.15330563";"17:49";"0.3105379";"0.05862598";"4"
"30/08/2015 19:00";"0.46180038";"80400000";"18:19";"0.3016778";"18:34";"0.6970874";"0.14494589";"4"
"30/08/2015 20:00";"0.49889138";"80400000";"19:34";"0.23507345";"19:19";"0.83131106";"0.21388934";"4"
"30/08/2015 21:00";"0.34635766";"80400000";"20:19";"0.11161168";"20:49";"0.65705726";"0.23009422";"4"
"30/08/2015 22:00";"0.71288344";"80400000";"21:49";"0.50620972";"21:19";"0.88356248";"0.13830488";"4"
"30/08/2015 23:00";"0.62000185";"80400000";"22:49";"0.24777781";"22:34";"0.92314209";"0.27680096";"4"
"31/08/2015 00:00";"0.43218635";"80400000";"23:49";"0.35445196";"23:04";"0.46572905";"0.04512429";"4"
"31/08/2015 01:00";"0.25278755";"80400000";"00:19";"0.11313922";"00:34";"0.40953573";"0.10530425";"4"
"31/08/2015 02:00";"0.15618374";"80400000";"01:34";"0.10635278";"01:04";"0.19829364";"0.03411933";"4"
"31/08/2015 03:00";;;;;;;;
"31/08/2015 04:00";;;;;;;;
"31/08/2015 05:00";"0.35110705";"80400000";"04:34";"0.28735132";"04:04";"0.47736556";"0.07424405";"4"
"31/08/2015 06:00";"0.34780078";"80400000";"05:49";"0.28468169";"05:34";"0.40840686";"0.04380016";"4"
"31/08/2015 07:00";"0.26551734";"80400000";"06:34";"0.18479805";"06:49";"0.48560631";"0.12724806";"4"
"31/08/2015 08:00";"0.30979142";"80400000";"07:34";"0.16047955";"07:49";"0.46815561";"0.11345042";"4"
"31/08/2015 09:00";"0.33999225";"80400000";"08:04";"0.26650078";"08:19";"0.46828477";"0.08261803";"4"
"31/08/2015 10:00";"0.3437521";"80400000";"09:04";"0.24309351";"09:34";"0.47839375";"0.08057691";"5"
"31/08/2015 11:00";"0.35146401";"80400000";"10:04";"0.17571726";"10:34";"0.51748113";"0.1439177";"4"
"31/08/2015 12:00";"0.34253272";"80400000";"11:19";"0.27385166";"11:04";"0.41659168";"0.05709845";"4"
