xtime;Stazione;hour;Parm;Aver;SWrd;MinT;Min;MaxT;Max;Sigma;Samp;nhour;is_dup
2015-08-31 00:00:00;GELA exAutoparco;0;BENZENE;0,43218635;80400000;23:49;0,35445196;23:04;0,46572905;0,04512429;4;1;FALSE
2015-08-31 01:00:00;GELA exAutoparco;1;BENZENE;0,25278755;80400000;00:19;0,11313922;00:34;0,40953573;0,10530425;4;1;FALSE
2015-08-31 02:00:00;GELA exAutoparco;2;BENZENE;0,15618374;80400000;01:34;0,10635278;01:04;0,19829364;0,03411933;4;1;FALSE
2015-08-31 03:00:00;GELA exAutoparco;3;BENZENE;NA;NA;;NA;;NA;NA;NA;1;FALSE
2015-08-31 04:00:00;GELA exAutoparco;4;BENZENE;NA;NA;;NA;;NA;NA;NA;1;FALSE
2015-08-31 05:00:00;GELA exAutoparco;5;BENZENE;0,35110705;80400000;04:34;0,28735132;04:04;0,47736556;0,07424405;4;1;FALSE
2015-08-31 06:00:00;GELA exAutoparco;6;BENZENE;0,34780078;80400000;05:49;0,28468169;05:34;0,40840686;0,04380016;4;1;FALSE
2015-08-31 07:00:00;GELA exAutoparco;7;BENZENE;0,26551734;80400000;06:34;0,18479805;06:49;0,48560631;0,12724806;4;1;FALSE
2015-08-31 08:00:00;GELA exAutoparco;8;BENZENE;0,30979142;80400000;07:34;0,16047955;07:49;0,46815561;0,11345042;4;1;FALSE
2015-08-31 09:00:00;GELA exAutoparco;9;BENZENE;0,33999225;80400000;08:04;0,26650078;08:19;0,46828477;0,08261803;4;1;FALSE
2015-08-31 10:00:00;GELA exAutoparco;10;BENZENE;0,3437521;80400000;09:04;0,24309351;09:34;0,47839375;0,08057691;5;1;FALSE
2015-08-31 11:00:00;GELA exAutoparco;11;BENZENE;0,35146401;80400000;10:04;0,17571726;10:34;0,51748113;0,1439177;4;1;FALSE
2015-08-31 12:00:00;GELA exAutoparco;12;BENZENE;0,34253272;80400000;11:19;0,27385166;11:04;0,41659168;0,05709845;4;1;FALSE
2015-08-31 13:00:00;GELA exAutoparco;13;BENZENE;0,47053031;80400000;12:34;0,26477798;12:19;0,58779956;0,12291462;4;1;FALSE
2015-08-31 14:00:00;GELA exAutoparco;14;BENZENE;0,47462068;80400000;13:49;0,41060561;13:34;0,53708889;0,0470932;4;1;FALSE
2015-08-31 15:00:00;GELA exAutoparco;15;BENZENE;0,35838673;80400000;14:04;0,22231417;14:49;0,48646873;0,09350807;4;1;FALSE
2015-08-31 16:00:00;GELA exAutoparco;16;BENZENE;0,21531314;80400000;15:34;0,09430641;15:19;0,38560877;0,11047874;4;1;FALSE
2015-08-31 17:00:00;GELA exAutoparco;17;BENZENE;0,18740666;80400000;16:04;0,0651958;16:34;0,24532176;0,07134357;4;1;FALSE
2015-08-31 18:00:00;GELA exAutoparco;18;BENZENE;0,18409734;80400000;17:04;0,09364841;17:19;0,32531796;0,08758099;4;1;FALSE
2015-08-31 19:00:00;GELA exAutoparco;19;BENZENE;0,20661575;80400000;18:19;0,13717601;18:49;0,29127999;0,05505428;4;1;FALSE
2015-08-31 20:00:00;GELA exAutoparco;20;BENZENE;0,18945998;80400000;19:34;0,08210139;19:19;0,29176611;0,0898072;4;1;FALSE
2015-08-31 21:00:00;GELA exAutoparco;21;BENZENE;0,23322454;80400000;20:34;0,10574563;20:49;0,42779088;0,11954021;4;1;FALSE
2015-08-31 22:00:00;GELA exAutoparco;22;BENZENE;0,23838582;80400000;21:49;0,15847403;21:19;0,39164365;0,09042961;4;1;FALSE
2015-08-31 23:00:00;GELA exAutoparco;23;BENZENE;0,53394839;80400000;22:04;0,46832036;22:34;0,61737697;0,05978129;4;1;FALSE
