xtime;Stazione;hour;Parm;Aver;SWrd;MinT;Min;MaxT;Max;Sigma;Samp;nhour;is_dup
2015-08-21 00:00:00;PORTO EMPEDOCLE;0;BENZENE;0,1760549;80400000;23:15;0;23:45;0,45371218;0,19015052;4;1;FALSE
2015-08-21 01:00:00;PORTO EMPEDOCLE;1;BENZENE;0,35708294;80400000;00:00;0,29719791;00:30;0,45282942;0,06110543;4;1;FALSE
2015-08-21 02:00:00;PORTO EMPEDOCLE;2;BENZENE;0,27876377;80400000;01:45;0;01:30;0,44366117;0,16688665;4;1;FALSE
2015-08-21 03:00:00;PORTO EMPEDOCLE;3;BENZENE;0,08682536;80400000;02:30;0;02:45;0,34730753;0,15038989;4;1;FALSE
2015-08-21 04:00:00;PORTO EMPEDOCLE;4;BENZENE;0,14263222;80400000;03:30;0;03:45;0,28645941;0,14263628;4;1;FALSE
2015-08-21 05:00:00;PORTO EMPEDOCLE;5;BENZENE;0,47398505;80400000;04:30;0;04:45;1,42195618;0,67031589;3;1;FALSE
2015-08-21 06:00:00;PORTO EMPEDOCLE;6;BENZENE;0,96111585;80400000;05:45;0,57002138;05:15;1,42346134;0,32031534;4;1;FALSE
2015-08-21 07:00:00;PORTO EMPEDOCLE;7;BENZENE;0,25045151;80400000;06:45;0;06:00;0,5470321;0,25256687;4;1;FALSE
2015-08-21 08:00:00;PORTO EMPEDOCLE;8;BENZENE;0,38596269;80400000;07:45;0;07:00;0,7065577;0,25780238;4;1;FALSE
2015-08-21 09:00:00;PORTO EMPEDOCLE;9;BENZENE;0,20632998;80400000;08:15;0;08:45;0,45365014;0,20835788;4;1;FALSE
2015-08-21 10:00:00;PORTO EMPEDOCLE;10;BENZENE;0,39888164;80400000;09:45;0,25275196;09:00;0,64970943;0,14985393;4;1;FALSE
2015-08-21 11:00:00;PORTO EMPEDOCLE;11;BENZENE;0,3111481;80400000;10:15;0,24892295;10:00;0,38049631;0,06021657;4;1;FALSE
2015-08-21 12:00:00;PORTO EMPEDOCLE;12;BENZENE;0,32163337;80400000;11:45;0,23889839;11:00;0,40037053;0,05829241;4;1;FALSE
2015-08-21 13:00:00;PORTO EMPEDOCLE;13;BENZENE;0,38013629;80400000;12:00;0;12:30;0,61342592;0,23443782;4;1;FALSE
2015-08-21 14:00:00;PORTO EMPEDOCLE;14;BENZENE;0,33219593;80400000;13:15;0,27038369;13:45;0,45670012;0,07366029;4;1;FALSE
2015-08-21 15:00:00;PORTO EMPEDOCLE;15;BENZENE;0,14615612;80400000;14:30;0;14:00;0,35489232;0,15270865;4;1;FALSE
2015-08-21 16:00:00;PORTO EMPEDOCLE;16;BENZENE;0;80400000;15:45;0;15:45;0;0;4;1;FALSE
2015-08-21 17:00:00;PORTO EMPEDOCLE;17;BENZENE;0,1469148;80400000;16:30;0;16:45;0,58766328;0,25446459;4;1;FALSE
2015-08-21 18:00:00;PORTO EMPEDOCLE;18;BENZENE;0,51611123;80400000;17:30;0,45842902;17:15;0,62695711;0,06832715;4;1;FALSE
2015-08-21 19:00:00;PORTO EMPEDOCLE;19;BENZENE;0,07127238;80400000;18:45;0;18:00;0,28509358;0,12344956;4;1;FALSE
2015-08-21 20:00:00;PORTO EMPEDOCLE;20;BENZENE;0,40780988;80400000;19:00;0,32620072;19:45;0,54019684;0,08205258;4;1;FALSE
2015-08-21 21:00:00;PORTO EMPEDOCLE;21;BENZENE;0,14486148;80400000;20:30;0;20:00;0,3286466;0,14745381;4;1;FALSE
