Stazione;xtime;hour;Parm;Aver;SWrd;MinT;Min;MaxT;Max;Sigma;Samp;nhour;is_dup
Megara SR;2015-09-08 00:00:00;0;BENZENE;0,22649607;80400000;23:17;0,14417704;23:47;0,28484339;0,05314028;4;2;FALSE
Megara SR;2015-09-08 00:00:00;0;BENZENE;0,22649607;80400000;23:17;0,14417704;23:47;0,28484339;0,05314028;4;2;TRUE
Megara SR;2015-09-08 01:00:00;1;BENZENE;0,20613878;80400000;00:32;0,05744931;00:02;0,2654848;0,08605651;4;1;FALSE
Megara SR;2015-09-08 02:00:00;2;BENZENE;0,15351717;80400000;01:17;0,08972584;01:47;0,19486127;0,03895008;4;1;FALSE
Megara SR;2015-09-08 03:00:00;3;BENZENE;0,12783283;80400000;02:01;0,05615162;02:31;0,18388987;0,0491628;4;1;FALSE
Megara SR;2015-09-08 04:00:00;4;BENZENE;0,09966295;80400000;03:31;0,07718013;03:46;0,13454808;0,02183092;4;1;FALSE
Megara SR;2015-09-08 05:00:00;5;BENZENE;0,10999567;80400000;04:16;0,08727284;04:31;0,13919374;0,01864771;4;1;FALSE
Megara SR;2015-09-08 06:00:00;6;BENZENE;0,23584942;80400000;05:01;0,16654901;05:16;0,3374945;0,06437508;4;1;FALSE
Megara SR;2015-09-08 07:00:00;7;BENZENE;1,02878398;80400000;06:16;0,18090193;06:46;2,77496484;1,04464206;4;1;FALSE
Megara SR;2015-09-08 08:00:00;8;BENZENE;0,4451409;80400000;07:31;0,31075147;07:01;0,69518967;0,14811486;4;1;FALSE
Megara SR;2015-09-08 09:00:00;9;BENZENE;0,8452643;80400000;08:46;0,09174967;08:16;1,96384632;0,68732623;4;1;FALSE
Megara SR;2015-09-08 10:00:00;10;BENZENE;0,08381504;80400000;09:16;0,0533447;09:31;0,14260679;0,03459326;4;1;FALSE
Megara SR;2015-09-08 11:00:00;11;BENZENE;0,07348842;80400000;10:01;0,05935924;10:31;0,08906988;0,01054019;4;1;FALSE
Megara SR;2015-09-08 12:00:00;12;BENZENE;3,817758;80400000;11:01;0,06977027;11:32;7,43540904;3,30002465;4;1;FALSE
Megara SR;2015-09-08 13:00:00;13;BENZENE;0,0815634;80400000;12:32;0,06605212;12:02;0,10704027;0,01558553;4;1;FALSE
Megara SR;2015-09-08 14:00:00;14;BENZENE;0,0494323;80400000;13:17;0;13:02;0,07351079;0,02892551;4;1;FALSE
Megara SR;2015-09-08 15:00:00;15;BENZENE;1,88905716;80400000;14:32;0,25856513;14:17;4,23690336;1,49643312;4;1;FALSE
Megara SR;2015-09-08 16:00:00;16;BENZENE;3,70905697;80400000;15:31;1,81302217;15:01;5,66944142;1,57805551;4;1;FALSE
Megara SR;2015-09-08 17:00:00;17;BENZENE;0,65067863;80400000;16:46;0,05474308;16:01;1,74460045;0,64765204;4;1;FALSE
Megara SR;2015-09-08 18:00:00;18;BENZENE;0,06432017;80400000;17:01;0,05828936;17:31;0,07462034;0,00616404;4;1;FALSE
Megara SR;2015-09-08 19:00:00;19;BENZENE;0,06951398;80400000;18:31;0,06311604;18:16;0,08348655;0,00813702;4;1;FALSE
Megara SR;2015-09-08 20:00:00;20;BENZENE;0,23936621;80400000;19:01;0,05980774;19:16;0,36496571;0,12600223;4;1;FALSE
Megara SR;2015-09-08 21:00:00;21;BENZENE;1,22428799;80400000;20:16;0,18357155;20:31;3,26753354;1,21243384;4;1;FALSE
Megara SR;2015-09-08 22:00:00;22;BENZENE;0,57575319;80400000;21:46;0,14167522;21:01;1,80274742;0,70860187;4;1;FALSE
Megara SR;2015-09-08 23:00:00;23;BENZENE;0,10670567;80400000;22:46;0,051927;22:01;0,16789856;0,0450887;4;1;FALSE
