"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Misterbianco";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"6";"6";"6";"6";"6";"6";"7";"7";"7";"7";"7";"7";"7";"7";"12";"12";"12";"12";"12";"12";"12";"12"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"mg/m3 293K";;;"mg/m3 293K";;"mg/m3 293K";"mg/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3";;;"ug/m3";;"ug/m3";"ug/m3";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"02/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02/09/2015 01:00";"2.59414326";"80400000";"00:53";"0.74456706";"00:05";"4.49582241";"0.57315476";"720";"50.00373296";"80400000";"00:59";"24.4370808";"00:35";"78.22261592";"16.66250831";"720";"0.34241906";"80400000";"00:59";"0.26244026";"00:08";"0.50714326";"0.04968322";"720";"30.76655085";"80400000";"00:32";"6.88100438";"00:59";"56.27677545";"15.3406742";"720";"0.97693834";"80400000";"00:09";"0.84144648";"00:54";"1.09996584";"0.1057202";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
"02/09/2015 02:00";"2.18017951";"80400000";"01:59";"0.4035456";"01:21";"4.1547979";"0.60463396";"720";;;;;;;;;"0.27524387";"80400000";"01:45";"0.21691395";"01:33";"0.38763701";"0.03067051";"720";"52.4140764";"80400000";"01:33";"9.83000739";"01:44";"68.8100238";"13.13177628";"720";"0.59133872";"80400000";"01:09";"0.39806397";"01:39";"0.70377722";"0.12018906";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
"02/09/2015 03:00";;;;;;;;;"24.25530696";"80400000";"02:27";"9.66800123";"02:51";"47.11649824";"12.7806531";"720";"0.26529718";"81400000";"02:02";"0.20837704";"02:56";"0.47584437";"0.05108482";"720";"60.36576735";"80400000";"02:49";"30.7187706";"02:58";"86.995566";"15.42022682";"720";"0.74372396";"80400000";"02:54";"0.52275529";"02:39";"0.99660203";"0.20439259";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
"02/09/2015 04:00";"3.30916545";"80400000";"03:32";"0.54916881";"03:54";"5.30485709";"0.70743537";"720";"9.7006907";"80400000";"03:37";"3.34236338";"03:08";"16.62727206";"2.99115383";"720";;;;;;;;;"86.9607333";"81400000";"03:13";"78.14855895";"03:50";"98.0542899";"5.01026894";"720";"0.85640553";"80400000";"03:54";"0.42333032";"03:09";"1.0707098";"0.26218565";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
"02/09/2015 05:00";"1.00163516";"80400000";"04:59";"0.0";"04:03";"4.96516384";"1.03385067";"720";"18.93862194";"80400000";"04:30";"6.05798462";"04:42";"59.37733208";"14.60147747";"720";"0.22676136";"80400000";"04:14";"0.16822704";"04:39";"0.29104107";"0.02988678";"720";;;;;;;;;"0.17460161";"80400000";"04:09";"0.14558457";"04:23";"0.22258977";"0.02898043";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
"02/09/2015 06:00";"3.63560109";"80400000";"05:02";"0.0";"05:51";"5.6445473";"1.08861612";"720";"39.70388456";"80400000";"05:00";"25.60366848";"05:34";"48.80802552";"4.65979065";"720";"0.33767114";"80400000";"05:08";"0.25962304";"05:32";"0.42813507";"0.0385183";"720";"50.9402502";"80400000";"05:31";"30.22726245";"05:58";"62.17479345";"7.0757084";"720";"1.05967637";"80400000";"05:09";"0.66587465";"05:54";"1.45857632";"0.28027503";"4";"24.89999962";"80000000";"02:27";"24.89999962";"02:27";"24.89999962";"0.0";"1"
