"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Stat";"Misterbianco";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"CO";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"O3";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10";"PM10"
"04/09/2015 07:00";"1.94174691";"80400000";"06:38";"0.0";"06:13";"4.26563564";"0.98606998";"720";"55.30809896";"80400000";"06:58";"24.28209408";"06:28";"75.93691552";"13.94016447";"720";"0.29620714";"80400000";"06:59";"0.22031283";"06:24";"0.35661843";"0.03289205";"720";"43.19093205";"80400000";"06:26";"15.23651126";"06:55";"75.4452741";"16.5352782";"720";"0.89880426";"80400000";"06:38";"0.57648035";"06:09";"1.3334009";"0.29253903";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 08:00";"2.33108807";"80400000";"07:16";"0.52683244";"07:33";"4.60552823";"0.61868381";"720";"23.04615816";"80400000";"07:42";"15.71360566";"07:34";"31.98888808";"3.11930946";"720";"0.23335939";"80400000";"07:40";"0.16351883";"07:10";"0.32254203";"0.03219826";"720";"78.14923725";"80400000";"07:30";"62.9120457";"07:58";"88.47005055";"5.29986114";"720";"0.40004";"80400000";"07:39";"0.11871238";"07:24";"0.80859839";"0.28184528";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 09:00";"1.94682174";"80400000";"08:42";"0.18693986";"08:11";"3.92574509";"0.61002508";"720";"14.14782106";"80400000";"08:30";"6.65732397";"08:17";"25.68037792";"5.06156686";"720";"0.20247046";"80400000";"08:47";"0.15499944";"08:57";"0.24870925";"0.01649216";"720";"84.15849645";"80400000";"08:16";"63.40351395";"08:21";"93.13930815";"5.5507304";"720";"0.18177756";"80400000";"08:24";"0.1026214";"08:54";"0.24190972";"0.05023065";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 10:00";"1.93041753";"80400000";"09:59";"0.0";"09:58";"3.58585556";"0.65268111";"720";"10.79189204";"80400000";"09:17";"5.30782481";"09:04";"20.33117552";"2.71132116";"720";"0.19630109";"80400000";"09:50";"0.13512242";"09:19";"0.24586984";"0.01954064";"720";"89.45202945";"80400000";"09:03";"74.46227775";"09:59";"99.77455845";"5.10706235";"720";"0.17875402";"80400000";"09:38";"0.0695689";"09:09";"0.34293749";"0.10787116";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 11:00";"1.30324584";"80400000";"10:55";"0.0";"10:40";"3.92574509";"1.00073512";"720";"11.15256598";"80400000";"10:04";"3.56812851";"10:30";"16.34775105";"2.49778135";"720";"0.17673592";"80400000";"10:24";"0.14364064";"10:35";"0.20895403";"0.01263309";"720";"98.9318505";"80400000";"10:57";"86.995566";"10:52";"105.1810683";"3.57290735";"720";"0.07234023";"80400000";"10:38";"0.0";"10:54";"0.16736057";"0.07409455";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 12:00";"0.74329988";"80400000";"11:59";"0.0";"11:54";"2.56617881";"0.55847131";"720";"9.56783346";"80400000";"11:22";"2.6738842";"11:00";"16.81926746";"3.23457055";"720";"0.17529578";"80400000";"11:38";"0.13512242";"11:59";"0.26006805";"0.02220952";"720";"104.8755939";"80400000";"11:26";"93.13930815";"11:55";"113.2908231";"4.57037144";"720";"0.04611993";"80400000";"11:54";"0.0";"11:24";"0.09578309";"0.04618807";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 13:00";"2.7583135";"80400000";"12:19";"0.18693986";"12:59";"4.94541878";"1.02367254";"720";"12.39816898";"80400000";"12:38";"6.75490289";"12:07";"17.72977715";"2.34319424";"720";"0.22695875";"80400000";"12:30";"0.17771704";"12:18";"0.30550325";"0.02098662";"720";"106.74600615";"80400000";"12:27";"98.0542899";"12:07";"118.4515689";"4.09502279";"720";"0.17884148";"80400000";"12:09";"0.0";"12:39";"0.38293915";"0.14310614";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 14:00";"3.03400288";"80400000";"13:27";"0.866723";"13:09";"5.28531137";"0.73936714";"720";"10.55252494";"80400000";"13:40";"6.29964995";"13:07";"14.08774602";"1.56824343";"720";"0.21434552";"80400000";"13:43";"0.17203822";"13:08";"0.24870925";"0.01207712";"720";"111.65829465";"80400000";"13:12";"102.2320593";"13:36";"120.6633057";"4.40705874";"720";"0.28506103";"80400000";"13:54";"0.1311869";"13:23";"0.4128125";"0.10838983";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 15:00";"3.0642149";"80400000";"14:59";"1.20661355";"14:33";"5.28531137";"0.73894712";"720";"14.77815966";"80400000";"14:58";"4.86883534";"14:50";"22.73756136";"3.45833";"720";"0.22332978";"80400000";"14:57";"0.13512242";"14:49";"0.31402264";"0.03014024";"720";"107.288706";"80400000";"14:59";"66.59826705";"14:26";"122.13783015";"13.45447551";"720";"0.1980699";"80400000";"14:39";"0.11520576";"14:54";"0.29855967";"0.06777491";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 16:00";"0.97860418";"80400000";"15:59";"0.0";"15:08";"3.24596195";"0.86492799";"720";"17.1376059";"80400000";"15:01";"6.23459415";"15:32";"29.68009072";"6.00605662";"720";"0.20967235";"80400000";"15:10";"0.14648122";"15:48";"0.37081664";"0.03638437";"720";"50.4630861";"80400000";"15:26";"30.9645147";"15:07";"69.547296";"10.43913875";"720";"0.09279108";"80400000";"15:39";"0.0";"15:09";"0.22036153";"0.09599666";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 17:00";"1.16504876";"80400000";"16:59";"0.0";"16:08";"3.24596195";"0.64289452";"720";"29.184768";"80400000";"16:02";"17.07936255";"16:56";"39.0128304";"5.15994308";"720";"0.282364";"80400000";"16:07";"0.21747342";"16:18";"0.33957965";"0.02630803";"720";"42.93218055";"80400000";"16:51";"34.4050119";"16:01";"53.81925465";"4.35946802";"720";"0.27761151";"80400000";"16:23";"0.16578015";"16:54";"0.54365871";"0.15426975";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 18:00";"1.38026732";"80400000";"17:50";"0.0";"17:39";"3.24596195";"0.64835987";"720";"50.0812072";"80400000";"17:07";"33.41969504";"17:59";"83.07483216";"13.34874463";"720";"0.33429912";"80400000";"17:27";"0.20327522";"17:30";"0.51848104";"0.09961872";"720";"19.3292757";"80400000";"17:31";"3.1947531";"17:00";"42.2690226";"8.26932488";"720";"0.19320356";"80400000";"17:39";"0.0";"17:09";"0.43299487";"0.19599319";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 19:00";"1.93948104";"80400000";"18:18";"0.0";"18:48";"4.26563564";"0.73678497";"720";"79.3407344";"80400000";"18:24";"68.57179592";"18:33";"87.69231216";"4.25461682";"720";"0.61077056";"80400000";"18:22";"0.44464826";"18:45";"0.81380867";"0.11170986";"720";"12.29604285";"80400000";"18:54";"1.22875043";"18:23";"27.5240175";"7.15277724";"720";"1.15536082";"80400000";"18:09";"0.83876973";"18:53";"1.69060385";"0.32170151";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 20:00";"5.51473742";"80400000";"19:02";"1.54650614";"19:50";"9.02411661";"1.60915435";"720";"60.8282724";"80400000";"19:22";"46.63830704";"19:00";"77.15640824";"6.33397418";"720";"0.5239356";"80400000";"19:21";"0.38785426";"19:42";"0.82232806";"0.08636426";"720";"14.52486084";"80400000";"19:08";"4.17775344";"19:20";"32.93048745";"6.52920009";"720";"1.33940324";"80400000";"19:38";"1.01341914";"19:08";"1.73855031";"0.26414236";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 21:00";"8.02804443";"80400000";"20:15";"5.96509248";"20:25";"10.04378928";"0.79150974";"720";"60.00259432";"80400000";"20:29";"42.62234224";"20:43";"81.41588536";"10.94083493";"720";"0.7922509";"80400000";"20:16";"0.35093845";"20:48";"1.92128875";"0.40834682";"720";"13.10360489";"80400000";"20:50";"0.0";"20:17";"27.5240175";"9.51316947";"720";"1.7712133";"80400000";"20:09";"1.01149295";"20:54";"3.28182442";"0.90861424";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 22:00";"7.06501866";"80400000";"21:54";"4.94541878";"21:26";"9.02411661";"0.69193426";"720";"61.08344792";"80400000";"21:59";"46.97973288";"21:13";"75.69296344";"8.79438931";"720";"0.56582008";"80400000";"21:52";"0.33957965";"21:08";"1.28235771";"0.20571517";"720";"7.83977145";"80400000";"21:18";"0.0";"22:00";"21.1345113";"5.50156362";"720";"2.0571276";"80400000";"21:54";"0.91474675";"21:09";"3.24160207";"0.99034952";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"04/09/2015 23:00";"7.210889";"80400000";"22:51";"4.26563564";"22:22";"9.70389975";"0.96571472";"720";"61.72312664";"80400000";"22:58";"24.78613552";"22:21";"82.03367168";"18.85384578";"720";"0.90342114";"80400000";"22:54";"0.29414445";"22:18";"1.83325893";"0.4679008";"720";"15.39420204";"80400000";"22:43";"0.0";"22:58";"48.41276475";"15.24857103";"720";"2.24810494";"80400000";"22:08";"0.57181537";"22:38";"3.54416567";"1.31675465";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"05/09/2015 00:00";"4.48656466";"80400000";"23:42";"0.52683244";"23:06";"7.66455134";"1.53651309";"720";"24.42511168";"80400000";"23:18";"14.39663344";"23:50";"31.81007784";"4.14843772";"720";"0.2758489";"80400000";"23:45";"0.20611462";"23:00";"0.37365605";"0.03779298";"720";"48.0779439";"80400000";"23:52";"35.8795164";"23:17";"62.42053755";"6.60089241";"720";"0.59733393";"80400000";"23:24";"0.42245061";"23:09";"0.84702676";"0.16416414";"4";"39.79999161";"80000000";"02:27";"39.79999161";"02:27";"39.79999161";"0.0";"1"
"05/09/2015 01:00";"4.37137924";"80400000";"00:50";"1.88639669";"00:33";"5.96509248";"0.60222469";"720";"21.14335488";"80400000";"00:56";"16.2664356";"00:00";"25.92433";"1.98950866";"720";"0.25377837";"80400000";"00:59";"0.18339702";"00:09";"0.47872466";"0.05705914";"720";"56.0627718";"80400000";"00:13";"48.6585288";"00:55";"63.40351395";"2.81716344";"720";"0.53670955";"80400000";"00:53";"0.38582336";"00:23";"0.76209607";"0.14750568";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 02:00";"3.1430507";"80400000";"01:43";"0.18693986";"01:32";"5.28531137";"0.95381582";"720";;;;;;;;;"0.20559019";"80400000";"01:05";"0.15499944";"01:49";"0.26574803";"0.01817291";"720";"62.88166185";"80400000";"01:13";"56.5225395";"01:49";"72.250521";"4.4794553";"720";"0.29706773";"80400000";"01:08";"0.21549823";"01:38";"0.44445646";"0.09161034";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 03:00";;;;;;;;;"11.71767288";"80400000";"02:56";"4.63285822";"02:40";"18.81955788";"3.04402637";"720";"0.30139422";"81400000";"02:08";"0.15499944";"02:49";"0.77973227";"0.11946654";"720";"63.88410945";"80400000";"02:59";"46.69251615";"02:48";"70.77603645";"4.98764165";"720";"0.62320336";"80400000";"02:53";"0.52703483";"02:38";"0.8135461";"0.11344432";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 04:00";"3.79693085";"80400000";"03:42";"1.61571502";"03:05";"5.69752079";"0.73354685";"720";"7.61402185";"80400000";"03:01";"4.58504483";"03:12";"12.52113926";"1.04110121";"720";;;;;;;;;"57.09185265";"81400000";"03:00";"45.95528385";"03:59";"69.0557679";"6.45149085";"720";"1.25963078";"80400000";"03:54";"0.11006381";"03:09";"3.87327704";"1.53298614";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 05:00";"3.58008306";"80400000";"04:39";"1.27556411";"04:10";"5.35736989";"0.63554771";"720";"11.40923478";"80400000";"04:02";"5.04062281";"04:59";"19.22732056";"3.30008523";"720";"0.16868022";"80400000";"04:05";"0.13489349";"05:00";"0.20601534";"0.01387234";"720";;;;;;;;;"0.10792913";"80400000";"04:39";"0.0";"04:54";"0.24728457";"0.08882987";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 06:00";"3.31788419";"80400000";"05:59";"1.61571502";"05:48";"5.01722102";"0.59444972";"720";"36.68061104";"80400000";"05:03";"15.06336122";"05:33";"70.88579392";"18.18304734";"720";"0.28023474";"80400000";"05:06";"0.18325686";"05:31";"0.39377718";"0.05970466";"720";"39.64529835";"80400000";"05:29";"6.88100438";"05:48";"59.4715086";"15.13741362";"720";"0.58933421";"80400000";"05:09";"0.07715776";"05:54";"1.05230821";"0.42468903";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 07:00";"2.71718806";"80400000";"06:37";"0.0";"06:58";"5.35736989";"0.94814808";"720";"24.56409496";"80400000";"06:58";"15.35956635";"06:37";"36.4596412";"4.85956979";"720";"0.23864459";"80400000";"06:45";"0.17187704";"06:17";"0.3311899";"0.03978558";"720";"48.25747395";"80400000";"06:32";"33.66775965";"06:46";"58.4885322";"5.89428935";"720";"0.35500928";"80400000";"06:54";"0.24017675";"06:08";"0.5442323";"0.12275495";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 08:00";"3.07694367";"80400000";"07:34";"0.25511343";"07:49";"5.01722102";"0.84449646";"720";"12.07686311";"80400000";"07:39";"7.20695705";"07:01";"20.85837128";"2.41372983";"720";"0.23794146";"80400000";"07:55";"0.16903179";"07:15";"0.510416";"0.07366926";"720";"63.34685595";"80400000";"07:00";"47.4297684";"08:00";"76.1825463";"5.79262016";"720";"0.79598759";"80400000";"07:54";"0.14334615";"07:24";"1.57000901";"0.51349347";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 09:00";"2.34042515";"80400000";"08:57";"0.25511343";"08:12";"4.67707011";"0.86347775";"720";"10.76016431";"80400000";"08:42";"4.14540146";"08:18";"19.16355536";"3.51882568";"720";"0.17776843";"80400000";"08:56";"0.12635891";"08:34";"0.21454992";"0.0188889";"720";"73.32089835";"80400000";"08:14";"61.9290294";"08:06";"82.08054435";"3.95754534";"720";"0.04982486";"80400000";"08:54";"0.0";"08:23";"0.11505016";"0.05100255";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 10:00";"1.85701047";"80400000";"09:56";"0.0";"09:07";"3.99676729";"0.62674354";"720";"7.77710971";"80400000";"09:49";"3.26612046";"09:58";"12.42551249";"1.7019343";"720";"0.22396984";"80400000";"09:45";"0.13489349";"09:18";"0.50472667";"0.08284274";"720";"72.1095543";"80400000";"09:18";"66.84405105";"09:49";"77.4113067";"2.17907666";"720";"0.0";"80400000";"09:54";"0.0";"09:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 11:00";"1.72035923";"80400000";"10:37";"0.0";"10:21";"3.65661638";"0.63129055";"720";"7.05255922";"80400000";"10:23";"1.00416328";"10:01";"13.79225024";"2.26148683";"720";"0.15755386";"80400000";"10:02";"0.12351483";"10:15";"0.19748077";"0.01377773";"720";"81.3221451";"80400000";"10:01";"70.03880415";"10:53";"88.47005055";"3.82666337";"720";"0.0";"80400000";"10:54";"0.0";"10:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 12:00";"1.78118499";"80400000";"11:26";"0.0";"11:38";"3.31646853";"0.52561306";"720";"7.31887597";"80400000";"11:38";"1.93125766";"11:54";"11.56216992";"2.04805218";"720";"0.15685422";"80400000";"11:54";"0.12066958";"11:26";"0.19463669";"0.0147752";"720";"91.3183719";"80400000";"11:01";"78.88579125";"11:32";"99.77455845";"4.45788137";"720";"0.0";"80400000";"11:54";"0.0";"11:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 13:00";"2.28893037";"80400000";"12:08";"0.25511343";"13:00";"4.33691819";"0.76593626";"720";"6.0405969";"80400000";"12:12";"1.49161621";"12:20";"10.5553872";"1.63714235";"720";"0.15594202";"80400000";"12:57";"0.11782434";"12:18";"0.19179144";"0.01292742";"720";"91.9552557";"80400000";"12:17";"84.78380925";"12:09";"101.9863152";"3.95828748";"720";"0.0";"80400000";"12:54";"0.0";"12:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 14:00";"2.51097198";"80400000";"13:21";"0.25511343";"13:38";"4.33691819";"0.56428347";"720";"4.67467939";"80400000";"13:52";"0.0292536";"13:09";"12.42551249";"2.3097591";"720";"0.14364998";"80400000";"13:58";"0.12066958";"13:50";"0.19748077";"0.0136329";"720";"84.66945585";"80400000";"13:14";"76.1825463";"13:00";"94.1223045";"3.21034802";"720";"0.0";"80400000";"13:54";"0.0";"13:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 15:00";"2.93663225";"80400000";"14:54";"0.93541321";"14:28";"4.67707011";"0.61975675";"720";"4.87733418";"80400000";"14:04";"0.0";"14:45";"9.6920389";"2.03086904";"720";"0.14751022";"80400000";"14:30";"0.11782434";"14:58";"0.18610211";"0.01446334";"720";"82.7822856";"80400000";"14:54";"78.64004715";"14:49";"89.45306685";"2.01195152";"720";"0.0";"80400000";"14:54";"0.0";"14:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 16:00";"2.83506039";"80400000";"15:41";"0.93541321";"15:47";"4.33691819";"0.56760092";"720";"5.21602395";"80400000";"15:28";"0.92447494";"15:57";"9.70797542";"1.64715932";"720";"0.15529845";"80400000";"15:51";"0.12920416";"15:45";"0.19463669";"0.0107748";"720";"80.3336625";"80400000";"15:56";"74.95380585";"15:41";"85.52104155";"2.24217053";"720";"0.0";"80400000";"15:54";"0.0";"15:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 17:00";"3.28670399";"80400000";"16:17";"0.93541321";"16:58";"5.35736989";"0.72860321";"720";"10.14032259";"80400000";"16:50";"5.07249776";"16:31";"17.43688552";"2.52510192";"720";"0.17843653";"80400000";"16:18";"0.12351483";"16:39";"0.25437872";"0.02398488";"720";"93.1765149";"80400000";"16:05";"66.59826705";"16:24";"115.50257985";"14.163305";"720";"0.0";"80400000";"16:53";"0.0";"16:53";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 18:00";"3.94952459";"80400000";"17:59";"1.61571502";"17:30";"6.0376717";"0.72822997";"720";"24.36673832";"80400000";"17:05";"13.28886079";"18:00";"42.08596888";"7.59398026";"720";"0.23480771";"80400000";"17:01";"0.17187704";"17:59";"0.33403398";"0.03913501";"720";"91.63679385";"80400000";"18:00";"66.59826705";"17:12";"104.93530425";"9.36344073";"720";"0.0";"80400000";"17:54";"0.0";"17:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 19:00";"3.13127486";"80400000";"18:32";"0.93541321";"18:18";"5.01722102";"0.61145498";"720";"49.93927944";"80400000";"18:25";"35.5484776";"18:59";"73.94461152";"10.51477823";"720";"0.37817738";"80400000";"18:21";"0.28851702";"18:59";"0.50472667";"0.05970232";"720";"54.67802235";"80400000";"18:59";"27.5240175";"18:03";"71.5132887";"12.07989857";"720";"0.0";"80400000";"18:54";"0.0";"18:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 20:00";"2.42640843";"80400000";"19:36";"0.25511343";"19:11";"4.67707011";"0.83802122";"720";"78.54197728";"80400000";"19:55";"46.10646512";"19:10";"98.93772104";"15.105517";"720";"0.44727976";"80400000";"19:50";"0.3311899";"19:13";"0.5843831";"0.0673387";"720";"23.38141995";"80400000";"19:17";"7.86400671";"19:52";"46.44677205";"10.14732411";"720";"0.0";"80400000";"19:53";"0.0";"19:53";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
"05/09/2015 21:00";"2.85301349";"80400000";"20:53";"0.59526434";"20:25";"4.67707011";"0.67584227";"720";"43.91516016";"80400000";"20:53";"22.41636448";"20:03";"62.97883264";"11.07544164";"720";"0.31676744";"80400000";"20:55";"0.21170584";"20:01";"0.46205379";"0.06282322";"720";"44.862363";"80400000";"20:22";"31.2102588";"20:48";"58.4885322";"7.1932518";"720";"0.0";"80400000";"20:54";"0.0";"20:54";"0.0";"0.0";"4";"40.09999084";"80000000";"02:27";"40.09999084";"02:27";"40.09999084";"0.0";"1"
