"16/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 01:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 02:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 03:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 04:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 05:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 06:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 07:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 08:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 09:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 10:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 11:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 12:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 13:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 14:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 15:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 16:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 17:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 18:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 19:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 20:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 21:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 22:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16/08/2015 23:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17/08/2015 01:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 02:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 03:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 04:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 05:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 06:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 07:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 08:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 09:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 10:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 11:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 12:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
"17/08/2015 13:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"14.375";"80000000";"11:52";"0.0";"11:32";"57.5";"24.8982296";"4";"10.19999981";"80000000";"11:52";"0.0";"11:32";"40.79999161";"17.66691017";"4"
