"29/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 01:00";;;;;;;;;;;;;;;;;"11.07576918";"80400000";"00:45";"6.52147545";"00:00";"17.28864008";"2.46636464";"720";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 02:00";"11.64229056";"82400000";"02:00";"10.84482018";"01:02";"13.25478474";"0.56138705";"720";;;;;;;;;"14.21789219";"81400000";"01:06";"9.4579758";"01:50";"18.51218156";"2.00638946";"720";"19.61866872";"80400000";"01:59";"15.1746033";"01:00";"24.97972552";"2.75043303";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 03:00";"10.9715994";"82400000";"02:27";"10.24233921";"02:59";"11.74855689";"0.39397055";"720";;;;;;;;;;;;;;;;;"12.66074202";"80400000";"02:54";"10.73895067";"02:00";"15.6415137";"1.29059809";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 04:00";"10.69921629";"82400000";"03:51";"10.24233921";"03:59";"11.74855689";"0.3882306";"720";;;;;;;;;"20.77722675";"82400000";"03:11";"15.95609778";"03:57";"25.2485205";"2.29025003";"720";"13.00735894";"80400000";"03:58";"10.03858316";"03:10";"15.6415137";"1.51681446";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 05:00";"10.3699422";"82400000";"04:57";"9.33860148";"04:37";"10.84482018";"0.33413637";"720";;;;;;;;;"22.5535149";"82400000";"04:30";"18.89055126";"04:50";"26.4712161";"1.92890765";"720";"12.19350658";"80400000";"04:12";"9.57167276";"04:24";"15.87497081";"1.94510819";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 06:00";"10.46115693";"82400000";"05:21";"9.33860148";"05:59";"10.84482018";"0.3775704";"720";;;;;;;;;"25.5732267";"82400000";"05:48";"23.5367706";"05:16";"27.6939117";"0.69527745";"720";"9.1514534";"80400000";"05:59";"8.40439676";"05:02";"10.73895067";"0.51832217";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 07:00";"10.53771669";"82400000";"07:00";"10.24233921";"06:58";"10.84482018";"0.30119879";"720";;;;;;;;;"25.55114205";"82400000";"06:21";"22.80314925";"06:47";"28.91658735";"1.05467072";"720";"10.16828177";"80400000";"06:10";"8.40439676";"07:00";"11.90622667";"0.80598639";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 08:00";"10.6891785";"82400000";"08:00";"10.24233921";"07:52";"11.74855689";"0.4321589";"720";;;;;;;;;"25.96279035";"82400000";"07:29";"23.5367706";"07:59";"28.91658735";"0.94278513";"720";"12.56379406";"80400000";"07:14";"10.97240587";"07:48";"14.4742377";"0.80080105";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 09:00";"10.50173523";"82400000";"09:00";"10.24233921";"08:59";"10.84482018";"0.29832881";"720";;;;;;;;;"26.31905745";"82400000";"08:37";"22.80314925";"08:06";"30.13928295";"1.68272864";"720";"15.19470606";"80400000";"08:11";"11.90622667";"08:58";"18.44297801";"2.1488815";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 10:00";"10.63478934";"82400000";"09:47";"9.33860148";"09:36";"11.74855689";"0.2936079";"720";;;;;;;;;"25.5467331";"82400000";"09:40";"22.80314925";"09:25";"27.6939117";"0.93531386";"720";"17.90246517";"80400000";"09:58";"16.10842601";"09:39";"19.14334552";"0.62326611";"720";;;;;;;;;;;;;;;;;;;;;;;;
"29/08/2015 11:00";"10.84524732";"82400000";"10:51";"10.24233921";"10:47";"11.74855689";"0.45781272";"720";;;;;;;;;"28.1880732";"82400000";"10:09";"25.98214185";"10:48";"30.6283572";"1.04388575";"720";"15.64572966";"80400000";"10:27";"14.00732538";"10:09";"17.74261432";"0.8218407";"720";;;;;;;;;;;;;;;;;;;;;;;;
